Protein_id	Protein_description	Gene_name	hrp_1	hrp_2	h2o2_1	h2o2_2	t4_1	t4_2	t5_1	t5_2
Q9VJJ0	Proteasome subunit beta	Prosbeta4	6.3279	5.8314	5.9447	5.9664	5.9298	5.8655	6.0259	6.1551
Q8MR71;Q94915	GH02773p (Fragment);Rhythmically expressed gene 2 protein	Reg-2	6.2838	6.0769	5.9885	6.0462	5.8733	5.9366	5.8738	5.9548
Q9VJM4	Beaten path Ic	beat-Ic	6.3473	5.5652	5.7675	NaN	6.0542	6.1465	5.9199	6.2214
C7C410;C7C411;C7C412;C7C413;C7C414;C7C415;C7C416;C7C417;D0UY70;D0UY75;D0UY77;D0UY78;D0UY80;D0UY81;D0UY84;D0UY85;D0UY86;D0UY88;D0UY89;D0UY91;D0UY94;D0UY95;D0UY96;D0UY97;D0UY98;D0UY99;D0UYA0;D0UYA1;D0UYA4;D0UYA5;D0UYA6;D0UYA7;D0UYA8;D0UYA9;P09208	Receptor protein-tyrosine kinase;Receptor protein-tyrosine kinase;Receptor protein-tyrosine kinase;Receptor protein-tyrosine kinase;Receptor protein-tyrosine kinase;Receptor protein-tyrosine kinase;Receptor protein-tyrosine kinase;Receptor protein-tyrosine kinase;Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Receptor protein-tyrosine kinase (Fragment);Insulin-like receptor	inr;InR;InR-RC	5.9652	5.9929	6.0168	5.8327	6.0857	6.0942	5.9761	6.0529
M9PDM5;P25157	Concertina, isoform B;Guanine nucleotide-binding protein subunit alpha homolog	cta	5.574	6.1061	6.0305	6.1482	6.0141	6.0765	6.0309	6.035
Q8MZC0;Q9VG84	DNA ligase;DNA ligase	DNAlig3	5.8035	5.9484	6.0596	5.9378	5.9789	6.0516	6.113	6.1212
D0Z726;Q9VRD6	MIP14975p;GEO05124p1	Ntf-2;Ntf-2r	6.3697	5.9047	5.9985	5.9359	5.6767	5.7113	6.139	6.2777
A0A0B4KEY9;A0A0B4KFU0;Q9I7F7	Activated Cdc42 kinase-like, isoform C;Activated Cdc42 kinase-like, isoform E;Activated Cdc42 kinase-like	Ack-like	5.6079	5.9957	6.1191	6.0467	6.0725	6.1287	6.0763	5.9644
Q8IRH2	N(Alpha)-acetyltransferase 30 B	Naa30B	6.1394	5.7244	6.0135	5.8036	NaN	NaN	6.146	6.1802
Q8IRW8	Histone-lysine N-methyltransferase trr	trr	6.1755	6.1056	6.1916	6.126	5.8171	5.8019	5.8245	5.9645
Q9VVE2;Q9VVE2-2	Protein rogdi;Protein rogdi, Isoform 2	rogdi	6.3609	6.1361	6.0783	5.8807	5.9541	5.9575	5.8245	5.8144
Q7KSA4;Q8MZ56;Q9I7I6;Q9VDL3	Uncharacterized protein, isoform C;GH14210p;IP13792p;LD37864p1	CG5191;Dmel\CG5191	6.1742	6.1804	6.0871	5.9168	5.8706	5.8866	5.9554	5.933
A0A126GUT1;Q9VGS2;S5PU30	Translationally-controlled tumor protein homolog;Translationally-controlled tumor protein homolog;Translationally-controlled tumor protein homolog (Fragment)	Tctp;Tctp-RA	6.827	6.5993	6.5612	6.0611	4.9138	4.977	5.9779	6.0856
M9PIF1;Q9VP46	Uncharacterized protein, isoform B;GH16847p	Tbc1d8-9	5.8098	5.9522	6.1353	5.955	6.0636	6.1127	6.0671	5.9061
Q9VE00	Probable cytochrome P450 12a4, mitochondrial	Cyp12a4	5.9361	6.1151	5.9858	5.9946	5.8033	5.9638	6.0023	6.198
A1Z7S4;Q95T49	Uncharacterized protein, isoform D;GH22139p	anon-WO0242455.53;CG8026-RB	5.8879	6.0577	6.1053	6.1006	5.995	6.0409	6.0744	5.7114
O15943-5;O15943-7;Q4ABE7;Q4ABE8	Neural-cadherin, Isoform E;Neural-cadherin, Isoform G;Cadherin-N, isoform L;Cadherin-N, isoform K	CadN	6.1825	5.908	6.0276	6.0146	5.5931	5.7185	6.2317	6.2967
P20353	G protein alpha i subunit	Galphai	6.0822	5.8998	5.9608	5.9336	6.0123	6.0884	NaN	NaN
Q9W127	GH17932p	Dmel\CG3663	5.9753	5.9253	5.9885	5.9554	5.9176	5.9128	6.1793	6.1082
Q9VPB6	RE19263p	Dmel\CG11396	5.9441	5.9679	6.1355	5.9608	5.8684	5.9271	6.0784	6.0759
Q9V3D6	Probable cleavage and polyadenylation specificity factor subunit 2	Cpsf100	5.7462	6.2065	4.5751	6.3941	6.1883	6.3137	5.9215	6.6127
P35992;P35992-1;P35992-2;P35992-6	Tyrosine-protein phosphatase 10D;Tyrosine-protein phosphatase 10D, Isoform B;Tyrosine-protein phosphatase 10D, Isoform E;Tyrosine-protein phosphatase 10D, Isoform H	Ptp10D	6.2853	5.8843	5.9766	5.8602	5.8887	5.9067	5.9695	6.181
M9PEY6;Q9VM71	5'-3' exoribonuclease;5'-3' exoribonuclease 2 homolog	Rat1	6.0772	4.8985	6.5093	6.0557	6.2685	6.3493	6.0069	5.7803
Q8IGV1;Q8IMV6	RE24907p (Fragment);Scaffold attachment factor B, isoform B	Saf-B	6.1413	5.8787	6.0205	5.9449	5.9704	5.9618	6.0341	5.9912
A5XD07;A5XD12;A5XD13;A5XD19;Q4V6E7;Q9VQH1	CG15400 (Fragment);CG15400 (Fragment);CG15400 (Fragment);CG15400 (Fragment);IP08113p;FI19814p1	CG15400;G6P	6.1958	5.9597	5.9242	5.9341	5.8295	5.8241	6.1664	6.1036
Q7KNQ9	Connector enhancer of KSR protein CNK	cnk	5.8204	5.9264	5.9877	5.9438	6.0627	6.0662	6.1168	6.011
Q9VA73-3	Calcium-binding mitochondrial carrier protein Aralar1, Isoform 3	aralar1;aralar1-RB	5.93	5.8189	6.01	6.0089	6.0094	6.1047	5.9326	6.12
A0A0B4LG05;P25823	Tudor, isoform B;Maternal protein tudor	tud	5.9167	5.7497	5.9891	5.9858	6.046	5.948	6.2732	6.018
Q7K0X5;Q9W2N6	LD23810p (Fragment);Uncharacterized protein	cg9346;CG9346	6.061	5.9096	5.8997	5.9294	5.9285	5.9803	6.1667	6.048
Q9VV49	1-Acylglycerol-3-phosphate O-acyltransferase 4, isoform A	Agpat4	6.2552	6.0441	6.0991	5.9385	5.7527	5.8924	5.9485	NaN
Q7K1D3;Q8WR19;Q8WR20;Q9VW45	GH16593p;AFGF intracellular binding protein;AFGF intracellular binding protein;Fibp, isoform K	CG8660;Fibp	6.0759	5.7138	5.7556	6.0461	6.0492	6.0684	5.902	6.3062
CON__Q3TTY5	Keratin, type II cytoskeletal 2 epidermal	Krt2;KRT74	6.5431	6.0521	6.1953	5.952	5.3179	5.6315	6.125	6.1002
A0A126GV25;P07665	Serendipity beta, isoform B;Serendipity locus protein beta	Sry-beta	6.1045	6.0191	6.0007	5.9473	5.8849	5.9435	5.9769	6.0373
Q7KIN0	Toll-like receptor 7	CG8595;Toll-7;Toll-7-RA	6.127	5.7184	5.9057	5.9275	6.1066	6.1732	5.9296	6.0258
A0A0B4KGY8;Q7JRL9	Uncharacterized protein, isoform C;GH25289p	CG11625;Dmel\CG31221	5.3038	5.9586	5.9127	5.5935	6.2024	6.1951	6.2989	6.4448
Q9VQ26	Rab3 GTPase-activating protein catalytic subunit	CG31935	6.1881	5.9149	5.9909	6.0223	5.8244	5.8661	5.992	6.1089
Q9VT41	Integrator complex subunit 7	defl	6.3383	6.0054	5.967	5.8932	5.7406	5.7836	5.9254	6.2484
E1JHG8;Q9VK68	Uncharacterized protein, isoform C;PITH domain-containing protein CG6153	6153;CG6153	6.1782	5.9054	5.9011	5.9854	5.9256	5.8572	6.0914	6.0507
Q7K0L7	LP01207p	Tpc1	5.848	6.1663	6.1513	6.0383	5.9886	6.0394	5.8201	5.8421
P42207;Q540V5	Septin-1;RE30523p	Sep1	5.8876	6.0654	6.0904	6.036	5.9167	5.9573	5.8093	6.131
M9PEU6;M9PHU7	Uncharacterized protein, isoform F;Uncharacterized protein, isoform G	CG43113;CG5741	6.0475	5.9651	6.0607	5.9661	5.7944	5.8052	6.146	6.1085
B5X0L2;F2FB74;M9PCL6;M9PI66;P08761;P08761-2;Q6AWF7;Q6NLA4;Q7KUM8	Peptide-methionine (S)-S-oxide reductase;Peptide-methionine (S)-S-oxide reductase (Fragment);Peptide-methionine (S)-S-oxide reductase;Peptide-methionine (S)-S-oxide reductase;Peptide methionine sulfoxide reductase;Peptide methionine sulfoxide reductase, Isoform Eip29;Peptide-methionine (S)-S-oxide reductase;Peptide-methionine (S)-S-oxide reductase;Peptide-methionine (S)-S-oxide reductase	Eip71CD;Eip71CD-RA;MsrA	6.2164	5.9168	6.4986	6.4721	5.8943	5.9921	5.3724	5.5297
Q9W0R0	Cell division cycle 5, isoform A	Cdc5	5.743	5.9991	5.9105	5.9978	5.9351	5.9506	6.172	6.1842
G4LU30;M9NGR8;P33085-4	Innexin;Innexin;Innexin shaking-B, Isoform D	shakB;shakB-RD	6.1617	6.6405	5.9403	5.9132	5.8346	5.1568	6.0972	6.1361
Q9VHF5	LD42595p	pasi2	5.7077	6.0696	5.8814	5.9563	5.9591	5.9931	6.1694	6.1428
Q9VGE5	Kelch-like protein diablo	KLHL18	6.3616	6.047	5.9165	5.8286	5.7504	5.8896	6.0368	6.0459
A0A0B4LEY9;C5WLT8;Q9V411	Nucleolar GTP-binding protein 1;Nucleolar GTP-binding protein 1;Nucleolar GTP-binding protein 1	BcDNA:LD23830;CG8801-RA;Non1	5.7185	5.9824	6.1489	6.0366	5.8982	5.8005	6.0943	6.1958
Q9VK28	LD10349p	CG16974;CG16974-RA;CT35580	6.1411	5.7805	5.8307	5.7215	6.0476	6.0349	6.1348	6.1734
E2QC83;Q7KNF2	Pabp2, isoform B;Polyadenylate-binding protein 2	Pabp2	6.0924	5.9339	5.8684	5.971	6.1532	6.1223	5.8123	5.9088
O46090;Q9GQ87;Q9W541	eIF-2B GDP-GTP exchange factor subunit epsilon;eIF-2B GDP-GTP exchange factor subunit epsilon;eIF-2B GDP-GTP exchange factor subunit epsilon	EG:86E4.1;eIF2Bepsilon	5.9826	6.0044	6.1351	5.9684	5.8753	5.8775	6.0534	5.9656
A0A075BNB9;A0A075BQY3;A0A075BR14;A0A075BRU8;P33270;Q6TH81	Cytochrome P450;Cytochrome P450;Cytochrome P450;Cytochrome P450;Cytochrome P450 6a2;Cytochrome P450	Cyp6a17;cyp6a2;Cyp6a2	5.9732	5.9767	5.942	5.9694	5.8734	5.8608	6.1232	6.1377
A8JUR1;M9PE96;X2JD88	Uncharacterized protein, isoform A;Uncharacterized protein, isoform B;Uncharacterized protein, isoform C	CG15207	6.0082	6.0068	5.9796	5.9804	6.0699	6.069	5.9913	5.7407
A1Z7J6	Secretory 31, isoform B	Sec31	6.0617	5.9233	6.1171	6.0412	5.9248	5.9475	5.9097	5.9182
Q86BS2;Q960F7	Uncharacterized protein, isoform B;SD03629p	CG 2017;Dmel\CG2017	6.0894	6.1275	6.0207	5.9576	5.9085	5.9413	5.9457	5.8338
Q9VEB8	BcDNA.GH04120	Dmel\CG7985	5.7397	5.9563	5.9469	6.094	6.0302	6.1673	5.9897	5.8838
B7FNL3;M9PEC0;Q717T5;Q9W025	HL01032p;Myosuppressin receptor 1, isoform B;G-protein coupled receptor;FI12701p	DmsR-1-RA;MsR1	6.0845	5.9683	5.977	5.9074	5.909	5.9616	6.0194	5.9646
Q9V6U8	Nedd8-activating enzyme E1 catalytic subunit	Uba3	5.9823	5.8202	6.0844	5.8812	5.8518	5.9488	6.093	6.1224
B9EQT0;Q0E981;Q8SWX3;Q960G5	FI07852p;Uncharacterized protein, isoform A;GH25405p;SD02969p	CG8485;CG8485-RC;Dmel\CG8485	6.0945	5.951	5.8872	6.013	5.6983	5.7498	6.1695	6.2171
C0PTW6	RT01378p (Fragment)	Fas2;Fas2-RA	NaN	6.729	3.4901	NaN	6.804	6.8663	NaN	NaN
Q9W306	GEO08256p1	CT27394	6.1787	5.8949	6.0274	6.0597	5.8431	5.8038	5.8288	6.1378
Q4V510;Q9W1B3	IP13005p (Fragment);COesterase domain-containing protein	CG10339;Dmel\CG10339	6.0964	5.7404	5.8766	5.9335	5.9558	6.0413	6.1216	6.0081
P05812	Heat shock protein 67B1	Hsp67Ba	5.984	6.1694	6.0353	6.0587	6.0848	6.1286	5.6839	5.6268
Q9VWD5	LD35087p	anon-18DEc	5.966	5.9249	6.0264	6.0203	6.006	5.9733	5.9144	5.9393
Q960Q8	LD39850p	Dmel\CG3511	5.9534	6.0318	5.9863	5.982	5.9367	5.9489	6.029	5.8954
CON__P02662	Alpha-S1-casein	CSN1S1	6.394	6.1325	6.0306	5.8888	5.0346	5.3926	6.2653	6.62
A8JR71;A8JR72;Q24210-2;Q24210-4	CASK, isoform D;CASK, isoform E;Peripheral plasma membrane protein CASK, Isoform A;Peripheral plasma membrane protein CASK, Isoform G	CASK	NaN	5.8842	6.0504	5.7186	5.9443	6.0352	6.1122	6.0436
Q9VCT9	RE52890p	Usp12-46	6.3374	5.9611	5.9355	5.8168	5.7236	5.7875	6.0222	6.1697
M9PFR6;Q9XZ03	Multiprotein bridging factor 1, isoform E;Multiprotein Bridging Factor 1	mbf1	6.1938	5.8659	5.8658	5.937	5.8287	5.815	6.1674	6.0724
M9NDP0;M9PBA9;M9PCU7;Q3KN37;Q9VK42	Uncharacterized protein, isoform C;Uncharacterized protein, isoform D;Uncharacterized protein, isoform E;IP14766p;Uncharacterized protein, isoform A	CG9932;elF-4A;EP2317	6.1499	5.9675	5.9509	5.8048	5.789	5.8341	6.0436	6.2019
Q9VJD4	LD24721p	Sgt	6.1195	5.8935	6.0144	5.9777	5.9875	5.9385	5.9307	5.8793
Q7K4Y0;Q94541;Q9U972	Desaturase 1, isoform A;Fatty acid desaturase;Fatty acid desaturase	Desat1	5.8946	6.0555	6.0295	5.9675	5.895	5.8785	6.0334	5.979
E4NKJ2;Q7KML7;Q9VAS0;Q9Y136	MIP25937p (Fragment);BcDNA.GH07188;Neprilysin-like 20;Neprilysin-like 21	CG14527-RA;Nepl20;Nepl21	6.3452	6.0518	5.942	5.7897	5.9445	5.9751	5.862	5.8139
Q6IJE3	HDC15090	HDC15090	6.2588	5.774	5.8782	5.8904	5.7211	5.8144	6.0586	6.3267
C0PTV9;Q24323;Q24323-2;Q24323-3;Q24323-4	RT01502p (Fragment);Semaphorin-2A;Semaphorin-2A, Isoform C;Semaphorin-2A, Isoform D;Semaphorin-2A, Isoform E	Sema-2a-RA;Sema2a	6.3086	5.8717	5.9002	5.8689	5.6822	5.8245	6.0902	6.1749
C4IXV9;Q0KHQ1	GM17572p (Fragment);GEO13361p1	CG33714-RA;SLIRP1	6.0113	6.0805	5.9786	6.0691	5.9198	5.9461	5.8274	5.8758
Q9VAH9	Integrator complex subunit 11	IntS11	6.1054	6.0491	6.0439	5.9903	5.9203	5.9631	5.8538	5.7758
Q8SWR4;Q9VID9	LD41783p (Fragment);Uncharacterized protein, isoform B	BEST:LD14959;BEST:LD19244;CG8677-RA	6.2073	5.8695	5.8963	5.9175	5.999	5.9618	5.7765	6.0666
M9PJM7;P54362;Q6NNU5	AP-3 complex subunit delta;AP-3 complex subunit delta;AP-3 complex subunit delta	g;g-RB	5.6119	6.0692	6.0606	6.0268	5.9227	6.0153	5.8446	6.134
Q9VPI9	LD20667p	Zir	5.8487	5.9487	5.9371	5.9581	5.8585	5.9288	6.1315	6.0685
A0A0B4KG59;C5WLU3;Q24229;Q24468;Q95T01	Serine/threonine-protein kinase receptor;Serine/threonine-protein kinase receptor (Fragment);Serine/threonine-protein kinase receptor;Serine/threonine-protein kinase receptor;Serine/threonine-protein kinase receptor	put;put-RA	6.0357	5.8885	5.8444	5.8848	5.8638	5.9103	6.0734	6.1735
Q8T8X2;Q9W4Y1	AT19803p;Arylalkylamine N-acetyltransferase-like 7, isoform A	AANATL7	6.3268	5.8602	5.915	5.7286	5.76	5.7408	6.1604	6.1812
A0A0B4K730;E0R983;E2QC90;Q7JUY7	Ced-6, isoform F;Ced-6, isoform D;Ced-6, isoform B;PTB domain-containing adapter protein ced-6	ced-6	6.3449	5.9366	6.0029	6.0097	5.8565	5.8476	5.6576	6.0118
Q9VYG3	LD41462p	Dmel\CG4332	5.937	6.0865	5.8403	5.9586	6.2152	6.1417	5.6263	5.8617
Q9NKW9;Q9VFS2	DRPE65;Carotenoid isomerooxygenase	ninaB	6.2797	6.2966	6.3333	6.3453	5.2058	5.3211	5.988	5.8968
Q9W3T9	GM01152p	Dmel\CG3040	6.2327	5.8255	5.9825	6.3329	5.7842	5.7885	5.8541	5.8612
A0A0B4LH25;A8DYK5;Q9W2K4	Uncharacterized protein, isoform D;Uncharacterized protein, isoform B;LD44216p	cg4266;CG4266	6.1069	6.1166	4.6292	6.1866	6.2073	6.2772	5.7859	6.3462
CON__P02533	Keratin, type I cytoskeletal 14	;KRT12;KRT14;Krt16;Krt18;Krt19;KRT19;Krt20;KRT222;KRT25;KRT26;KRT28;Krt31;KRT32;KRT35;KRT36;KRT37;KRT38	6.4486	5.9232	6.0583	5.8968	5.3592	5.6569	6.2182	6.0929
E1JJP7;M9PH47;Q24568	Netrin-B, isoform B;Netrin-B, isoform G;Netrin-B	NetB	6.0719	5.8219	5.8344	5.9006	5.8951	5.912	6.1365	6.0811
Q8MS45;Q9W247	RE08455p;FI03324p	CG4752;Dmel\CG4752	5.9389	5.8991	5.8273	5.909	5.8468	5.9222	6.0933	6.2113
H0RN87;Q9VES6	Fatty acyl-CoA reductase (Fragment);Fatty acyl-CoA reductase	CG17560-RA;Dmel\CG17560	5.9108	6.0849	5.9517	5.9586	5.9438	5.9113	5.738	6.1431
Q9VFB5	IP02321p	Rpb7	6.0616	5.9674	6.1085	5.9345	5.8925	5.8768	6.0544	5.7454
C7LAB7;Q00IM9;Q00IN0;Q9VWL7	LP06920p;RhoGAP18B-PC;Rho GTPase activating protein at 18B, isoform D;Rho GTPase activating protein at 18B, isoform C	RhoGAP18B;RhoGAP18B-RD	6.021	5.8963	5.9298	6.0523	5.8245	5.9389	5.884	6.0942
Q9NG98	DNA topoisomerase 3-alpha	Top3alpha	5.6645	5.9877	6.1064	6.0765	6.0077	6.0471	5.9839	5.7647
A0A0B4K6D8;A0A0B4K707;A0A0B4KFP5;A0A0B4KGR1;A0A6H2EDN5;A0A6H2EEU5;A0A6H2EG35;Q0KI87;Q7KSS0;Q7YU19;Q9VH03	Nuak1 ortholog, isoform G;Nuak1 ortholog, isoform F;Nuak1 ortholog, isoform I;Nuak1 ortholog, isoform H;Nuak1 ortholog, isoform K;Nuak1 ortholog, isoform J;Nuak1 ortholog, isoform M;Nuak1 ortholog, isoform A;FI03914p;LP05937p;Nuak1 ortholog, isoform E	Nuak	5.9981	6.2442	5.1733	6.2203	6.0787	6.0857	6.1615	5.6762
Q9V6K3	Tyrosine-protein kinase transmembrane receptor Ror2	Nrk	NaN	5.8351	5.8653	5.6843	6.1104	6.1275	5.9756	6.0827
Q24147;Q7K180	CP60;LD02709p	Map60	5.9096	5.9902	5.7435	5.8488	5.9586	5.943	6.0688	6.1705
Q9VDQ7;U3Q053	Phagocyte signaling-impaired protein;N-terminal acetyltransferase B complex subunit MDM20 homolog	psidin;psidin-RA	5.9223	6.0403	5.9183	6.068	5.8646	5.9334	5.9042	5.98
Q95RN0;Q95RN0-2	FAM172 family protein homolog CG10038;FAM172 family protein homolog CG10038, Isoform B	CG10038	6.1747	5.8472	5.935	5.8974	5.9482	5.9187	6.0292	5.8788
Q7JZN0	Protein transport protein Sec61 subunit beta	Sec61beta	6.3829	5.881	5.8264	5.7581	5.9007	5.9261	5.8825	6.0697
Q24090	GH08712p	Snr1	5.9496	6.0806	5.9517	5.9911	6.1019	6.0694	5.8318	5.6499
H1UUP0;Q9VGH7;Q9VGH7-2;Q9VGH7-3;Q9VGH7-4;Q9VGH7-6;Q9VGH7-7	Chloride channel protein;Chloride channel protein 2;Chloride channel protein 2, Isoform A;Chloride channel protein 2, Isoform F;Chloride channel protein 2, Isoform C;Chloride channel protein 2, Isoform G;Chloride channel protein 2, Isoform H	ClC-a;ClC-a-RF	6.1621	6.0952	5.8742	6.1714	5.8136	5.3943	5.9257	6.1861
Q99140	BetaH spectrin (Fragment)	kst	5.8036	5.7426	5.7867	5.9636	6.1059	5.9985	6.1753	6.0449
Q9W2D9	Eukaryotic translation initiation factor 3 subunit K	eIF3k	6.1302	5.8435	5.8938	5.9088	5.8725	5.8601	6.02	6.0897
Q8MQY2;Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase (Fragment);RNA polymerase II subunit A C-terminal domain phosphatase	Fcp1	6.0335	5.9783	5.7154	5.9766	6.0358	6.0423	NaN	5.8821
A0A0B4K891;Q7K581	Uncharacterized protein, isoform E;SD01637p	Dmel\CG8963	NaN	5.8314	5.9627	5.9477	5.9382	5.9763	6.1675	5.8294
A1Z9S5;A1Z9S6	RE12383p;Su(Var)2-HP2, isoform A	Su(var)2-HP2	6.1128	5.8419	5.9146	5.8847	5.7732	5.8148	6.0548	6.2061
B5RJL8;B5T1Z3;B5T1Z5;B5T1Z6;B5T1Z8;B5T201;B5T202;B5T204;Q9V771	FI03292p;Uncharacterized protein Cyp6a23 (Fragment);Uncharacterized protein Cyp6a23 (Fragment);Uncharacterized protein Cyp6a23 (Fragment);Uncharacterized protein Cyp6a23 (Fragment);Uncharacterized protein Cyp6a23 (Fragment);Uncharacterized protein Cyp6a23 (Fragment);Uncharacterized protein Cyp6a23 (Fragment);Probable cytochrome P450 6a23	Cyp6a17;Cyp6a23;Cyp6a23-RA	5.8806	6.1787	5.9983	6.0523	5.8556	5.9611	5.8764	5.7939
A1Z7Q8;Q8IGW5;Q95SG9	Alicorn, isoform A;RE12077p;Alicorn, isoform B	alc	6.1253	5.9195	5.9034	5.9182	5.7996	5.8595	6.0361	6.0303
Q8T0U0;Q9VVL5	GH06744p;FI11325p	CG5567;Dmel\CG5567	6.1219	5.8413	5.8101	5.9584	5.9376	5.9251	5.972	6.0251
Q9VQD8	Actin-related protein 2/3 complex subunit 5	Arpc5	6.2119	6.4418	4.324	6.2674	6.0499	6.2076	5.9693	6.1182
A0A0B4K7N0;A1Z8W8;A1Z8W9	Gartenzwerg, isoform C;Gartenzwerg, isoform B;Gartenzwerg, isoform A	garz	6.08	5.891	6.0344	5.7045	5.8227	5.8451	6.0782	6.1215
E1JJS2;M9NFH4;Q95TR0;Q9VRA6;X2JEI9	Rho GTPase activating protein at 19D, isoform B;Rho GTPase activating protein at 19D, isoform C;LD29482p;Rho GTPase activating protein at 19D, isoform A;Rho GTPase activating protein at 19D, isoform D	;RhoGAP19D	6.209	5.8507	5.5251	5.9083	5.8605	5.9409	6.1633	6.1066
M9PD26;P19967	Cytochrome b5-related, isoform B;Cytochrome b5-related protein	Cyt-b5-r	5.9213	5.9584	5.871	5.923	5.8079	5.9028	6.0145	6.1483
O18337;Q9W4A0	Rab-related protein 4;GH11193p	Rab18	5.9844	5.9644	6.0298	5.9228	5.7986	5.8675	5.9175	6.0574
Q9VTV9	Delta-aminolevulinic acid dehydratase	Pbgs	6.0351	5.868	5.9785	5.8885	5.8448	5.9327	6.0405	5.9498
Q9VZ05	LP13185p	CG15197	6.3268	5.9597	5.9291	5.9734	5.8766	5.8404	5.3779	6.2537
Q960B1;Q9VHW4	SD10334p;FI21225p1	unc-45	5.9967	5.9812	5.877	6.0185	5.7342	5.851	6.0369	6.0365
Q9VFP0	RH07106p	Dmel\CG3061	5.9872	5.9422	5.6367	5.6983	6.0309	6.0188	6.1531	6.0556
M9PH85;Q9Y0Y7	Uncharacterized protein, isoform D;LanC-like protein 3 homolog	BcDNA:LD28247;CG2061	5.7386	5.8551	6.1243	6.0019	5.845	5.9109	5.9315	6.1132
Q9VNU3	TPH domain-containing protein	Dmel\CG11449	6.0944	5.8635	5.858	5.9292	5.9714	5.9233	NaN	NaN
Q9W254	Quaking related 58E-2, isoform A	qkr58E-2	5.9316	5.7015	5.7012	5.8973	6.0368	6.0632	6.1517	6.0299
B7YZH1;D5A7N3;Q0E976;Q7K5M3	FI20143p1;RE09720p;Uncharacterized protein, isoform A;GH05433p	CG10151;CG10151-RD;Dmel\CG10151	6.2058	5.7533	5.7947	5.814	5.8038	5.789	6.2128	6.1353
Q9VCF1	GH22341p	Dmel\CG13603	6.1509	5.8794	5.9458	5.8782	5.7918	5.8273	5.9916	6.0424
Q9VD68	GH19849p	Dmel\CG6656	NaN	5.592	6.0056	5.8537	5.9859	6.0082	6.0178	6.1054
M9PBN2;Q8SXR1;Q9NAZ4	Neural lazarillo, isoform B;Neural lazarillo, isoform A;Neural Lazarillo	NLaz	6.1304	5.8379	5.9595	5.907	5.9384	5.8981	5.8655	5.9625
Q9VJ45	UDP-glucuronosyltransferase	Ugt36E1	5.5937	5.8762	6.1861	6.0223	5.9162	5.9705	5.8702	6.0628
O16865;Q9VJX3	B4 protein;B4, isoform A	B4	6.1019	5.9242	5.1909	5.9344	6.0351	6.0447	6.039	6.2268
Q5U191;Q7JQU9	Pummelig, isoform A;AT25873p	puml	6.1813	5.8831	5.7665	5.7791	5.7051	5.7854	6.0862	6.307
M9PER1;M9PEY7;M9PHS3;Q9VSF0	WD repeat domain phosphoinositide-interacting protein 2;WD repeat domain phosphoinositide-interacting protein 2;WD repeat domain phosphoinositide-interacting protein 2;WD repeat domain phosphoinositide-interacting protein 2	Atg18a	6.0867	5.8815	6.0027	5.8858	5.6932	5.7669	6.119	6.0575
Q24247;Q24247-2;Q24247-3;Q24247-4;Q24247-5;X2JDJ5	Integrin alpha-PS1;Integrin alpha-PS1, Isoform A;Integrin alpha-PS1, Isoform C;Integrin alpha-PS1, Isoform D;Integrin alpha-PS1, Isoform E;Multiple edematous wings, isoform F	mew	6.1441	5.7642	5.8045	5.7331	5.9353	5.9148	6.0282	6.1667
A0A0B4KGC9;A0A0B4KHF1;Q8IN65;Q9VDT8	Mitochondrial calcium uptake 3, isoform F;Mitochondrial calcium uptake 3, isoform D;Mitochondrial calcium uptake 3, isoform B;LD23951p	MICU3	5.3826	5.9774	6.1153	6.0519	5.9159	5.9195	6.0953	6.0325
Q8MQN9;Q9VJ77;X2JAA3;X2JEK7	RE28759p;FI24106p1;Uncharacterized protein, isoform C;Uncharacterized protein, isoform B	CG15160;Dmel\CG15160	6.0402	5.7576	5.9249	5.7153	5.9609	6.0268	5.8319	6.2329
CON__P02768	Albumin	ALB	6.234	5.7969	5.9847	6.0124	5.5075	5.5362	6.315	6.1038
Q95TP0	Tubulin-folding cofactor C	TBCC	5.7538	5.9217	6.0446	5.7356	NaN	NaN	6.0431	6.1121
Q4V4S5;Q4V6I6;Q9VY24	IP11237p (Fragment);IP11337p (Fragment);Uncharacterized protein, isoform B	anon-EST:Posey66;CG5321	6.4205	6.0309	6.0707	5.8521	5.9254	5.9547	5.7427	5.4831
