Protein_id	Protein_description	hrp_1	h2o2_1	hrp_2	h2o2_2	t4_1	t4_2	t5_1	t5_2
A0A0B4KGE1;A0A0B4KH10;A0A0B4KHS6;A0A0B4KHS7	Stat92E	5.7361	5.94	6.0075	5.0612	5.8218	6.0802	5.7878	5.8249
Q9I7H8	CG5995	5.9459	5.8333	5.7824	5.8481	5.8903	6.0114	5.8877	5.7386
Q9VQH1	G6P	5.8883	5.9201	5.7912	5.9803	5.9409	5.9586	5.9907	5.8995
P25167	RpIII128	5.9457	6.0891	6.0532	5.9103	5.9674	5.9314	5.9943	5.899
Q9Y119	Tps1	6.0681	5.8796	5.9121	5.8376	5.8152	6.0802	5.6716	5.7343
Q9VAG9	Dmel\CG7789	5.0788	5.9167	6.1219	6.1387	5.813	6.0802	5.8724	5.896
Q08180	rst	5.5764	5.3975	5.3552	5.3735	5.9267	5.9659	5.9334	5.9996
Q8IQG9;Q9VTV3	Ak1	6.0863	6.0696	6.0652	6.0731	5.9254	5.9666	5.8447	5.794
Q9VJD4	Sgt	6.099	6.1651	6.0048	6.0957	6.0124	5.8788	5.9965	5.8697
Q9VMI6	IPIP	6.1343	6.1241	6.0466	5.8261	6.0336	5.8575	6.126	6.0408
P91891	Mo25	6.1395	6.1551	6.0459	6.1165	6.0595	5.8295	5.9787	5.8167
Q9VHM3	M1BP	4.9142	5.9948	4.708	4.6977	5.7792	6.1088	5.7876	6.1731
M9PE01;Q7KM03;Q7KM04;Q7KM05;Q7KM08;Q9XTK9	Eip63E	5.5022	5.9345	5.936	5.8382	5.806	6.0802	5.8035	5.21
O46048;Q7KW02;X2JDX3	east	5.7953	5.8837	5.7133	5.6537	5.8419	6.0436	5.7746	5.6499
Q9VTG8	CT23219	5.9812	6.1544	5.9547	6.0774	5.9036	5.9808	5.9962	5.8614
A0A0B4LG88;A0A0B4LGB9;Q9W255	qkr58E-1	5.9759	6.0683	6.0375	5.9899	5.7365	6.1467	5.7626	5.7876
M9PBN2;Q8SXR1	NLaz	4.3391	6.2937	6.0694	3.5871	5.8025	6.0802	5.8149	5.7828
A0A0B4KEW6;A0A0B4KFR7;Q7KLE5	Amph	5.8454	5.8523	5.9988	5.3494	5.8016	6.0802	5.7614	5.6675
Q9VCC0	mora	5.035	6.1227	5.9661	4.8405	5.8616	6.0201	5.9642	6.0018
A0A0B4K614;A0A0B4K648;A0A0B4LH20;Q9VH97	Dhc1	6.0521	6.0984	5.9667	6.0392	6.1525	5.7284	6.0478	6.0625
M9PD23;Q9VK35	DnaJ-H	5.537	6.112	5.4388	5.662	5.8729	6.0067	5.8989	5.8455
Q7JVE7	slv	6.0518	5.9499	5.866	5.9279	6.0871	5.7917	6.1169	6.0455
Q9VAN0	CG11899	5.8808	5.8033	5.7926	5.7996	5.8573	6.0212	5.7492	5.741
A1ZA92	CG8414	6.0046	5.8984	5.7438	5.9154	5.9749	5.9006	5.9319	5.8773
Q9VVA6	nudC	6.0929	6.1534	6.0451	6.1889	6.0148	5.8605	6.0316	5.9208
A0A0B4JD48;Q95029;Q95029-2	Cp1	6.0144	5.9165	6.0217	5.9253	5.987	5.8866	5.899	5.8901
E1JGK5;Q9V895	Anp32a;Mapmodulin	5.8531	5.823	5.9076	5.8041	6.0789	5.7934	5.9467	5.8157
Q9VVM6	Prestin	6.0192	6.1264	5.9951	5.988	6.0057	5.866	6.064	5.9868
M9PCX9;Q7KT76;X2J9Y1	BG:DS04929.1;Dmel\CG15270	5.734	5.7336	5.6818	6.0957	5.7914	6.0802	5.7495	5.6868
Q8SZK9	slf	5.9138	6.0071	5.8245	5.7974	5.6432	6.2283	5.6891	5.8017
A0A0B4KFK4;A0A0B4KFP1;Q0KI92;Q9VH17	CG12815;Dmel\CG12814	5.9657	5.9208	5.9625	6.0717	6.0527	5.8184	6.0972	6.0676
Q9VQZ0	Dmel\CG3652	5.8159	5.7845	5.6454	5.8887	5.8986	5.9724	5.9287	5.889
Q9V4D4	Taf3	6.0095	5.9753	5.906	6.0957	5.6942	6.1759	5.7331	5.7215
Q9VAU3	LP23408p	5.7674	5.8235	5.8205	5.7726	5.6591	6.2096	5.5175	5.6412
A0A0B4JD23;A0A0B4JDE3;A0A0B4KHF5;A0A0B4KHJ3;A0A0B4KHW7;Q7KRU0;Q8IMI0;Q961V3;Q9VA53	Dmel\CG2246	5.9501	5.9347	5.8057	5.8657	5.7871	6.0802	5.8174	5.7594
Q76NP9	LSm-4	6.0056	5.9584	5.7692	5.9729	5.9275	5.9394	5.9622	5.9294
A8JUV0;A8JUV0-3	sno	5.782	5.8063	5.6432	5.793	5.7427	6.124	5.7539	5.7311
Q9VM39;Q9VM40;Q9VM42;X2J909	Pvf3	5.7893	5.8566	5.702	5.8884	5.8494	6.0162	5.8856	5.7914
Q8MYU6;Q9VW17	BcDNA:RH51268;Dmel\CG9368	5.8231	5.8872	5.7839	6.0367	5.7849	6.0802	5.7169	5.8604
M9PH36;Q9W345;Q9W345-5	Zdhhc8	5.7057	5.7257	5.7799	5.7759	5.7838	6.0802	5.7945	3.5936
Q9VQG4	colt	5.9986	5.9851	5.6809	5.85	5.8235	6.0403	5.7922	5.8001
Q7K511	D2hgdh	5.2746	6.1213	6.2659	5.0454	5.7831	6.0802	5.7858	5.6153
Q9W1A2;Q9W1A2-2	Naa35	5.8408	5.8134	6.1379	5.8171	5.7825	6.0802	5.735	5.6471
A0A4D6K0P9;Q9U1H9	sbr	5.7419	5.8164	5.9563	4.9749	5.7811	6.0802	5.7965	5.749
A0A0B4LFV9;A0A0B4LGV3;A1ZAV3	MESR4	5.9555	5.9697	5.9145	5.8931	6.027	5.834	6.0774	5.9546
M9PB07;Q95TS8	daed	6.1953	6.3435	6.2248	6.2571	5.8407	6.0187	5.7926	5.7912
Q7JRB2	Dmel\CG14591	5.9899	5.9548	5.8908	5.8073	5.7792	6.0802	5.9351	5.8898
A0A023GPV6;A8JV04;Q7YU03	Dmel\CG3632	5.9664	5.829	5.7825	5.8082	5.7782	6.0802	5.7476	5.6858
A0A0B4LH48;A8DYL3;E1JGR7;E1JGR9;Q0E8Y8;Q7KVL6;Q8SX98	Vrp1	5.9705	5.9956	5.8513	5.9533	5.9521	5.9049	5.9643	5.9183
P23625	Dmel\CG30054;Galphaq;GNAQ/11/14	5.8447	5.8111	6.1651	4.4421	5.6138	6.243	5.3471	5.466
A1YK02	Nup75	5.8462	5.8337	5.7472	5.7539	5.7763	6.0802	5.7872	5.7538
Q9VUM1	Prp31	5.8541	5.8391	5.711	5.8143	5.7763	6.0802	5.8022	5.6352
A0A0C4DHG6;Q07171;Q07171-6	Gel	5.6459	5.8806	5.7071	5.7138	5.8591	5.9969	5.6189	5.492
Q9VPL0	Dmel\CG3436	5.9517	6.0535	5.8954	5.9977	5.733	6.1228	5.7467	5.6833
A1Z9L3	pea	5.7766	5.8109	5.6471	5.7025	5.7744	6.0802	5.7975	5.7001
Q8INF2	CG33331	6.0708	6.0536	5.9411	5.9944	5.9034	5.9508	5.9486	5.9033
Q8IN78	Tim22	6.0221	6.0074	5.8786	5.947	5.992	5.862	6.1148	5.9248
Q9VHN8	Dmel\CG8032	5.9238	6.1871	5.918	5.9524	5.9508	5.9021	5.9563	5.8189
M9NGH0	CG32809;CG3737	6.1305	6.0613	6.0297	6.0523	6.1277	5.7243	6.1068	6.0081
Q7KNM2	lwr	5.74	5.9346	5.7014	5.8993	5.9029	5.9486	5.8541	5.7622
Q7KU01;Q9VPU9	PNUTS	5.9353	6.0731	5.9158	5.9984	5.6978	6.1535	5.7573	5.6957
Q9VHR5	Dmel\CG9684	5.872	5.8491	6.0565	5.843	5.7709	6.0802	5.826	5.7706
A2RVG5;Q9VEY2	Dmel\CG6006	6.5557	6.1433	6.2975	6.3696	6.5225	5.3281	6.5269	6.5948
Q95SH2	Chmp1	5.72	5.7547	5.7382	5.8018	5.6831	6.167	5.6837	5.4796
M9PEX2;M9PF36;Q9VSZ1	DmTOM1	6.0289	6.1447	5.997	6.1555	6.0047	5.8446	5.9808	5.8816
A0A0B4KGH0;A0A0B4KHR4;Q9VDW6;Q9VDW6-1;Q9VDW6-2;Q9VDW6-3;Q9VDW6-4	Dys	5.7527	5.3936	5.6798	5.7705	5.7685	6.0802	5.7345	5.6835
Q9VWG3	RpS10b	6.0733	6.0569	5.9245	5.976	5.9715	5.877	6.0238	5.8884
Q9XYP8	Grip91	5.7474	5.8537	5.5849	5.9314	5.791	6.0565	5.8136	5.6719
Q9VHV3	Dmel\CG7800	6.1923	5.6306	6.2032	5.6166	5.9975	5.849	5.8502	6.0882
Q9VFF2	CG3641	5.5775	6.1189	5.5663	6.0327	5.6505	6.1939	5.6974	5.5879
A4V3G9;Q02926	Rb97D	5.799	5.853	5.7665	5.7731	5.7611	6.0802	5.7511	5.6526
A1ZB79	BcDNA:RE18604;BcDNA:RH27395;Dmel\CG5174	5.9971	6.0217	5.9484	6.0353	5.8808	5.9603	5.8879	5.8399
A8DYI3;Q7JXB5	Pepck2	5.7271	5.9108	6.0204	5.8999	5.7594	6.0802	5.6392	5.5888
A8DYW8;Q59DZ5;Q9VM00;Q9VM02	RapGAP1	5.7062	5.786	5.699	5.0421	5.7588	6.0802	5.6421	5.4959
Q59E01;Q86BB1;Q8IPM6	Dmel\CG9795	5.6932	6.002	5.775	5.8043	5.7558	6.0802	5.6582	5.7554
Q9V3A4	Catsup	5.9366	5.7516	5.7795	5.8915	5.8261	6.0075	5.8569	5.7707
Q9VMI9	mtm	5.9377	5.896	5.813	5.8329	5.8292	6.0044	5.852	5.7435
Q9VDU7	Naam	5.9062	6.0527	5.812	6.1149	5.7549	6.0784	5.8275	5.7901
Q7K4G8	anon-WO0140519.201	5.0885	6.2815	6.0512	6.1316	6.0862	5.7466	6.1461	5.9835
Q8IMM7;Q8IMM8;Q9Y137	mino	5.9383	5.8427	5.7759	5.9304	5.8607	5.9716	5.8819	5.848
Q7Z2C5	Dmel\CG12723	5.8556	5.993	5.7101	5.6876	5.4844	6.3466	5.4695	5.6927
Q9VNZ3	Polr2H	6.003	6.1131	5.9217	6.098	5.9278	5.903	5.9582	5.9439
Q9VES8	anon2A5	5.8899	6.0456	5.8619	5.9913	5.8518	5.9777	5.8596	5.792
A1ZBT6;Q960E4	anon-WO0118547.91;Dmel\CG8929	5.9644	6.0187	5.8876	6.0022	5.7298	6.0995	5.7215	5.7107
O44434	qkr58E-3	5.9665	6.0145	5.8703	5.9418	5.764	6.0642	5.7478	5.7927
Q9VSS3	Dmel\CG5644	6.1354	6.3182	6.9476	4.8916	5.7469	6.0802	5.4558	4.1677
B6IDV6;E1JHB6;E1JHB7;E1JHB8;M9MRE1;M9PCJ1;M9PCX2;Q7KTI7;Q7KTI8;Q8IPG1;Q9VLQ8	Pvr	5.8873	5.8576	5.7876	5.8806	5.8759	5.9504	5.8039	5.8163
M9PI73;Q9VUX2	mib1	5.7719	5.838	5.6905	5.6877	5.7455	6.0802	5.7356	5.5739
Q9VV72	Mipp1	5.7447	5.5328	5.679	5.4407	5.7315	6.0931	5.5718	5.6468
Q9V8K2	Sec6	6.1183	6.0901	6.2551	6.1372	5.9663	5.8579	5.9819	5.0701
P52486	Ubc4	5.8514	6.0081	5.6652	5.9133	5.7432	6.0802	5.7025	5.7069
Q9VW47	kto	5.8638	5.8641	5.8361	5.7939	5.6949	6.1278	5.7305	5.6701
Q9VJZ6	Grx4	6.0676	5.918	5.8662	5.9168	5.7417	6.0802	5.6671	5.5293
P48610-4	Argk1	5.6944	5.7304	5.6404	5.6955	5.7413	6.0802	5.7062	5.6232
Q9VDD7	meigo	5.3484	5.989	5.7684	5.7374	5.7389	6.0802	5.7437	5.6552
M9PCX3;M9PD87;M9PFL9;Q9VKI0	cmet	5.596	6.2135	5.8983	6.2051	5.6014	6.2159	5.8083	5.6532
Q9VXV3	shtd	5.8108	5.645	5.6346	5.7782	5.7368	6.0802	5.7599	5.6565
A0A0B4LFG8	Dmel\CG33467	6.1831	6.354	6.1968	6.1796	5.5533	6.263	5.6434	5.5543
Q9VTF9	Ufd1-like	5.3453	5.9767	5.9291	5.2282	5.7341	6.0802	5.8043	5.6484
Q9VQ39	Dmel\CG31937	6.368	6.186	6.2378	6.261	6.4974	5.3165	6.5061	6.473
A0A0B4KEC3;A1Z6E6;Q0E9P4;Q7K3G5	d4	5.7537	5.6568	5.5948	5.6937	5.7336	6.0802	5.678	5.5987
O44437	SmD3	6.0235	6.03	5.9187	6.066	5.8163	5.9947	5.938	5.8867
M9PEG1	Dmel\CG44195	5.8337	5.9656	5.8768	5.8896	5.7299	6.0802	5.5851	5.6366
Q7KVQ0	CG4038	6.1969	6.2424	6.0597	6.2258	5.5646	6.2444	5.8171	5.6296
Q9XTN4	brk	6.1092	6.1799	5.9397	6.2523	5.4606	6.3483	5.6706	5.5505
M9PFW7;M9PGC0;Q7KI49;Q9NGC6;Q9VP23	M6	5.5023	5.6232	5.562	5.6539	5.7268	6.0802	5.7372	5.7256
Q9VUC6;Q9VUC6-2;Q9VUC6-3;Q9VUC6-4	Frl	6.005	5.9994	5.8897	5.9084	6.032	5.7746	5.9072	5.8663
A1Z9E2;E1JH59	mip120	6.0245	6.1275	5.8993	5.9493	5.8931	5.9124	5.8801	5.862
Q9VFX5	Dmel\CG8630	5.842	5.9031	5.7757	5.8572	5.8643	5.9406	5.9744	5.72
A1ZAS3;Q8MQK4	l(2)k01209	5.9775	5.9416	5.9158	6.0957	5.994	5.8106	6.0047	5.9197
Q9VAA6	Dmel\CG7950	5.8299	5.9518	5.7228	5.8006	5.7232	6.0802	5.7742	5.7897
Q9W525	Unc-76	6.0267	5.6836	5.8814	5.8643	6.0499	5.7533	5.9376	5.807
Q9VIZ3	l(2)37Cb	5.74	5.8971	5.7211	5.7771	5.7222	6.0802	5.8173	5.7248
A1Z9L0;A1Z9L2;Q8T076	Rcd1	6.004	6.0218	5.8342	5.8505	6.0372	5.7648	6.0419	5.9808
M9PFL6;P18537	fz	5.6685	5.545	5.6528	5.7345	5.7675	6.0344	5.698	5.7013
M9PFD0;M9PHQ1;Q9VRG4	Abca3	6.0909	5.9668	5.9912	5.9588	6.102	5.6998	6.066	6.1681
Q02645-2	hts	5.7535	5.4619	5.5362	5.8125	6.1049	5.6949	6.1032	5.9864
Q9VMN6	DIP-theta	5.8035	5.4106	5.6136	5.6384	6.0777	5.7215	6.1024	6.1354
E1JGN0	KP78a;par-1	5.8505	6.0042	6.1545	5.9382	5.718	6.0802	5.6324	5.6246
Q7KUX7;Q8IR13;Q9VXF8;X2JC79;X2JE34	eIF4H1	5.9394	5.8019	5.8754	5.8929	5.896	5.9019	5.7837	5.7247
Q6II06	Dmel\CG33635	5.7954	5.7158	6.0694	3.513	5.7173	6.0802	5.7475	5.7087
Q9W092	Cht2	5.5915	5.5799	5.6367	5.6385	5.7158	6.0802	5.6165	5.6492
Q7KT70	Gli	5.7518	5.3735	5.7387	5.6787	5.9718	5.8232	5.7771	5.8115
M9PEE1;P91638;Q7KU82;Q9VS62	smid	6.0278	5.9255	5.7675	5.8141	5.9622	5.8322	5.8895	5.7441
Q9V9X7	PNPase	5.7359	5.8689	5.7603	5.8257	5.7135	6.0802	5.712	5.6727
A1Z6Q0;A4UZ58	koi	5.4279	5.5334	5.7604	5.2666	5.7109	6.0802	5.5831	5.5339
Q7K5K3-2	Pdhb	6.2049	6.0385	5.8877	6.1251	5.7735	6.0173	5.8696	5.8364
Q7KTS2	Atg17	5.8981	5.7795	5.8549	5.8789	5.8204	5.9695	5.8309	5.7511
A4IJ59;M9NDY6	mub	5.6504	5.6493	5.4374	5.5749	5.7096	6.0802	5.4931	5.3731
Q9VDE8	Dmel\CG7044	6.0847	5.9869	5.9902	6.2018	6.2828	5.5063	6.2481	6.213
Q8IPC3;Q8IPC5	CYLD	5.7587	5.6166	5.6112	5.6354	5.7082	6.0802	5.7234	5.7329
Q7JQR3	Qsox1	5.527	5.4728	5.5569	5.6067	5.7069	6.0802	5.5891	5.3026
Q8IMA8	pan	5.2275	5.7169	5.7076	5.7647	5.7068	6.0802	5.6264	5.6732
A0A4D6K616;A0A4D6K784;Q9VSR3	orb2	5.7479	5.6819	6.0101	5.8892	5.7063	6.0802	5.742	5.6022
Q9VSL9	Dmel\CG6638	5.8248	5.7736	5.7994	5.782	5.7873	5.9986	5.8015	5.7103
A0A0B4KFE1;A0A6M3Q7L9;Q86BG2;Q9W2N8	Dmel\CG10543	5.7753	5.881	5.7456	5.9221	5.705	6.0802	5.7026	5.6086
P23257	gammaTub23C	5.6681	5.9734	5.6174	5.7773	5.7041	6.0802	5.721	5.5831
Q9VL02	nmd	6.028	5.9676	5.9511	6.0162	5.9658	5.816	5.9105	5.8277
Q9VJJ0	Prosbeta4	5.8032	5.9081	5.7688	5.8665	5.7174	6.0641	5.8004	5.7181
M9MS26;M9MSN2;Q95UN8	slpr	5.7944	5.6996	5.7016	5.7772	5.7082	6.0732	5.7383	5.6468
Q9VSN3	Cpr66D	5.5443	5.4878	5.4085	5.3082	5.6579	6.1223	5.3879	5.2866
Q9VPI9	Zir	5.6791	5.7776	5.6365	5.6752	5.6997	6.0802	5.7076	5.5964
D5AEP3;E1JGN5;Q0E910;Q7KN83	tapas	5.5114	5.4784	5.6551	4.5757	5.6995	6.0802	5.6521	5.616
M9NE19;M9NEL5;M9PG44;M9PGB3;M9PGI0;Q24312;Q24312-4;Q24312-5;Q24312-6;Q24312-7;Q24312-8;Q24312-9	ewg	5.969	6.0125	5.8336	5.9423	5.8833	5.8963	5.8471	5.8182
Q95RI2	Dmel\CG10973	6.2139	6.3523	6.1266	6.1345	5.8693	5.9094	5.9211	5.8648
A8JNL9;Q9VRV5	D19A;Dmel\CG10274	5.9833	5.885	5.7551	5.9532	5.9681	5.8106	5.9116	5.7915
A0A0B4KEC2;A0A0B4KEH8;Q9W5H8	CG40289;Dmel\CG17883	6.8601	6.6925	6.9025	6.5528	6.2501	5.527	6.2916	6.3357
Q9VTZ7	anon-WO0172774.58	5.7677	5.989	5.6839	5.6895	5.6963	6.0802	5.7596	5.7335
Q7JXW8	otk2	5.3723	4.7084	5.0437	5.3135	5.6951	6.0802	5.7266	5.6831
Q9VMU8	senju	5.5242	5.4466	5.5656	5.5421	5.6951	6.0802	5.547	5.6775
A0A0B4LHR2;A0A0B4LHR8;A0A126GV26;Q8IMP0	CG14261;CG6001;Dmel\CG31064;RUFY1	5.9249	5.9198	5.7957	5.8937	6.033	5.7408	5.8841	5.8063
A0A0B4KF61;Q9VN04	Syt14	5.7596	5.389	5.5425	5.0035	5.6936	6.0802	5.5487	5.5697
Q9VJY9;X2J5X6	loqs	5.9644	5.7884	5.8159	5.9856	5.89	5.8831	5.8496	5.6702
Q9VCC6	Dmel\CG6178	6.295	6.2196	6.2285	6.1801	6.3236	5.4495	6.3846	6.2792
Q7JN06;Q94513	BEAF-32	4.8937	6.1227	6.0417	4.6173	5.7887	5.9842	5.806	6.131
Q7JQT9	Dmel\CG1671	5.8135	5.8004	5.7601	5.8732	5.8074	5.9648	5.7994	5.7123
Q0KHQ1	SLIRP1	5.8687	6.0724	5.6968	6.0186	5.8767	5.8952	5.9353	5.8829
P04950;P08255	Rh3;Rh4	6.4876	6.143	6.2803	6.2834	6.383	5.3874	6.3795	6.5095
Q9V3J1-2	VhaSFD	6.0785	6.1896	6.0561	6.1211	5.9868	5.7823	6.0494	6.0346
A1ZA87	SP2353	6.1138	5.9696	5.7446	5.9872	6.0888	5.6792	6.0801	6.0307
A1Z8S6	pds5	5.8478	5.7161	5.6553	5.7821	5.9005	5.8671	5.8683	5.7641
Q9VKJ1	CG4751	5.6769	5.5967	5.8351	4.8796	5.6873	6.0802	5.6432	5.5532
Q9VKD2	Hacd1	6.1183	6.0043	6.0554	6.092	6.3392	5.4269	6.3283	6.3608
Q86BS2;Q960F7	CG 2017;Dmel\CG2017	5.9419	6.0208	5.6909	6.009	6.0799	5.6849	6.1177	5.9879
M9PH85	BcDNA:LD28247	5.8282	5.8045	6.1067	5.7958	5.6841	6.0802	5.6191	5.6785
Q9VDW3	Dys	5.5516	5.4475	5.515	5.5499	5.6837	6.0802	5.5988	5.5341
Q9VJK1	Dmel\CG4631	6.1556	6.0512	5.8233	6.2033	5.5913	6.1716	6.0003	5.6478
Q9VVL5	Dmel\CG5567	5.7769	5.9505	5.7583	6.0957	5.641	6.1208	5.7195	5.6574
Q8SZ72	Dmel\CG8646	5.8202	5.5752	5.7375	5.9088	5.7742	5.9839	5.7832	5.7304
A0A0B4KHR2;Q9VDZ1	Dmel\CG5555	5.7862	5.7293	5.7471	5.9017	5.6778	6.0802	5.6125	5.5502
Q7K9H6	Sara	5.5067	5.4943	5.5929	5.4986	5.6764	6.0802	5.5903	5.5473
Q9VII3	twit	5.65	5.7683	5.6489	5.6771	5.7375	6.0189	5.5486	5.6003
Q26416	Acp1	5.9044	5.9523	6.0336	5.7492	5.6754	6.0802	5.5312	5.5081
A0A0B4LHU2;Q9VAI2	Kul	4.5585	5.4051	5.7351	5.294	5.6737	6.0802	5.6138	5.5266
A8DYP0;A8DYP0-2;A8DYP0-3;A8DYP0-4;A8DYP0-6	Unc-89	5.8409	5.8483	5.7726	5.968	5.6736	6.0802	5.7196	5.7353
Q9VNV3	Ddx1	5.9517	5.9506	5.9021	5.9397	5.8865	5.8655	5.8825	5.7967
B7Z0Z0;F2FBA6;Q24537;Q24537-3	Dsp1	5.9281	6.0787	5.9032	5.9627	5.7619	5.9888	5.8555	5.7261
P54622	mtSSB	5.9716	6.1009	5.9634	6.1576	5.8607	5.8883	5.941	5.906
Q9VQZ3	Dmel\CG15431	5.5698	5.3581	5.4529	5.4137	5.6681	6.0802	5.6516	5.6138
Q9V3D0	mRpL4	5.7448	5.8388	5.6508	5.8058	5.6667	6.0802	5.7391	5.664
P54398;X2J986	Fbp2	5.6161	5.7693	5.6142	5.6749	5.6666	6.0802	5.6851	5.4471
A0A0B4LFK8;A1ZAW0	Dcr-2	6.0113	5.9543	5.8735	5.9555	5.9513	5.7954	5.9407	5.8437
A1Z705	PIG-G	5.9765	6.0098	5.9029	5.9939	6.0511	5.6943	6.0556	6.0438
P54352;P54352-2	eas	5.72	5.7608	5.8083	5.7547	5.5619	6.1829	5.6367	5.5456
Q7KNA0	CG8230	5.724	5.893	6.0694	3.4648	5.6621	6.0802	5.6353	5.6605
P26675	Sos	5.9081	5.881	5.9308	5.959	5.7856	5.9566	5.7881	5.6611
Q9VGA3	Dmel\CG4115	6.0314	5.8576	5.8567	5.9255	5.6787	6.0631	5.6648	5.8965
Q8MRG6;Q9VW52	Prp3	5.6411	5.6322	5.5195	5.4694	5.6615	6.0802	5.6927	5.6371
Q7K5K0	Gasz	5.8391	5.8287	5.8396	5.9118	5.8703	5.8698	5.8199	5.7779
Q9V831	APC10	6.0116	6.0273	5.9443	6.0139	5.8102	5.9299	5.9005	5.8743
Q7K0Y1	CG5033	5.839	5.9327	5.8798	5.8715	5.8247	5.9124	5.7899	5.714
Q9Y114	anon-WO0172774.24	5.6631	5.7432	5.6711	5.7388	5.6566	6.0802	5.7054	5.6445
A8JQY2;Q8INJ4;Q9VGF8	anon-87Ab;Dmel\CG12213	5.869	5.8342	5.8128	5.965	5.9532	5.7832	5.9468	5.9321
Q9VNA5	Prosbeta7	5.7856	5.8883	5.8016	6.0514	5.5026	6.2337	5.6289	5.4544
Q9VCC9	Tsc1	5.9095	5.9694	5.9264	5.898	5.9485	5.7864	5.8724	5.8165
P49858	cni	5.7572	5.7004	5.5602	6.0957	5.6543	6.0802	5.5596	5.6864
A1Z6H4;Q7K1T1	vlc	4.7677	5.8066	6.0872	5.7755	5.6095	6.1243	5.5685	5.6099
F3YDM8	mRpL49	6.0025	6.0507	5.8901	6.0317	5.8379	5.8956	5.949	5.8636
Q9W198	ocm	5.6805	5.9736	5.6635	5.8199	5.652	6.0802	5.6354	5.6779
E1JHM5;Q9I7L8	Cdc23;CG31687-PA	6.1153	6.3699	6.1477	6.3946	5.9382	5.7918	5.9711	5.9826
Q7JXE1	bug	5.8621	5.874	5.7514	5.8273	5.9535	5.7758	5.8846	5.9097
Q9VTN9	Gcat	5.5953	5.6047	5.484	5.6605	5.6483	6.0802	5.7063	5.6196
Q9V7D2	Vha36-1	5.9352	6.0129	5.9995	6.0878	5.8078	5.9194	5.8438	5.8074
Q9VP22	Cdk12	6.0274	6.4237	6.0368	6.2982	5.7209	6.0055	5.8963	5.7868
Q9XZL8	sra	5.8368	5.7797	5.8156	5.9722	5.8383	5.8879	5.7713	5.773
Q9V426	vig	5.6946	5.7127	5.617	5.9053	5.6244	6.1011	5.6337	5.4981
A0A0B4KES0	sli	5.8055	5.5529	5.5132	5.6132	5.8634	5.8621	5.8114	5.7852
A0A4D6K426;P40421	rdgC	6.0431	5.8608	6.1591	5.0003	5.8327	5.8915	5.8418	5.7381
Q9VR36	Dmel\CG11927	5.8905	5.8831	5.6245	5.8656	5.8562	5.8672	5.6452	5.6329
A0A0B4K6K9;Q9VAW5;Q9VAW5-1	larp	5.721	5.6715	5.6375	5.7113	5.6429	6.0802	5.5964	5.4748
Q9VJ14	mib2	5.4388	5.8629	5.8491	5.1555	5.6423	6.0802	5.6894	5.6157
A1Z6G4	Dmel\CG17508	5.8256	5.7935	5.8337	5.8147	5.9636	5.7579	5.9976	5.9184
Q9VD26	CG5382	5.6802	5.8918	5.4979	5.688	5.641	6.0802	5.6515	5.4852
Q7K4Q9	Hmgs	5.6726	5.7187	5.6859	5.8275	5.6399	6.0802	5.6322	5.5114
Q9VDC2	Idi	5.9182	6.0442	5.8974	6.0098	5.7832	5.9364	5.8842	5.8277
Q9VJL6	GMF	6.0164	6.0525	5.9992	6.0163	6.0195	5.6977	6.0231	5.9588
Q9VPM2	Dmel\CG17075	5.8781	5.6983	5.6715	5.7189	5.8969	5.8191	5.9217	5.8614
Q9W1R5	vir	5.7896	5.7677	5.7207	5.7644	5.8738	5.8421	5.8545	5.7811
A0A0B4KG76;A0A0B4KGK7;E1JJ52;Q8IPP5;Q9VNG9	plx	5.781	5.645	5.7446	5.5792	5.899	5.8163	5.8001	5.672
Q9VLN1	Wdr82	6.0163	5.9052	5.7488	5.7332	5.7151	6.0001	5.8018	5.5042
A0A0B4KFB8	CG31367;CG33097	5.5318	5.7667	5.8086	5.4009	5.6351	6.0802	5.6871	5.5929
Q9VF81	CG5038	6.0685	6.0026	6.0321	5.9232	5.9101	5.8034	5.9102	5.8907
Q9VTG5	Adck5	5.0271	5.9231	5.9332	4.6101	5.6319	6.0802	5.7433	5.7599
Q9W589	O-fut2	5.8405	5.6215	5.7785	5.6588	5.8689	5.8423	5.8909	5.8459
A0A023GPN7;A4V4N7;B7Z0Z5;B7Z0Z6;M9NFA0;Q9VXC4;X2JC90;X2JFS7	Dmel\CG4678	5.6595	5.5894	5.5183	5.6022	5.6304	6.0802	5.6565	5.5702
Q9VW35	Trpml	5.9571	5.7183	5.7388	5.8494	5.9497	5.7597	5.9907	5.8688
A0A0B4K6W0;A0A0B4K7L3;A0A0B4KEH7;A0A0B4KEJ6;A0A6M3Q762;A0A6M3Q7N5;A0A6M3Q831;A0A6M3QH40;A1Z867;B7YZD8;B7YZD9;B7YZE0	CAP	5.7042	5.8008	5.6777	5.7954	5.6292	6.0802	5.5472	5.6194
Q9W439	BcDNA:RH58440	5.8151	5.8094	5.7205	5.7374	5.7867	5.9212	5.7872	5.7329
P20028	RpI135	6.0023	5.9507	5.8604	5.9934	6.0009	5.7068	6.0009	5.9807
Q9VIX4	Dmel\CG17544	5.7451	5.7776	5.5371	5.6453	5.6258	6.0802	5.7499	5.6936
A1Z6E0	gus	6.0011	5.9757	5.8644	5.9848	6.0434	5.6615	6.0246	5.9289
