Protein_id	Protein_description	Gene_name	hrp_1	hrp_2	h2o2_1	h2o2_2	t4_1	t4_2	t5_1	t5_2
M9PCI5;Q9VLS1	Phosphorylase b kinase regulatory subunit;Probable phosphorylase b kinase regulatory subunit beta	CG8475;Dmel\CG8475		5.9770	5.9539	5.8795	5.9251	5.9781	6.1264	6.1491
C6TP33	Black match, isoform G	bma;CG12524	6.0754	5.8328	6.0184	6.0406	5.8980	5.9386	6.0975	6.0820
B7Z145;E1JJM6;M9NF26;M9PJK5;Q9VYN8;Q9VYN8-2	Tenascin accessory, isoform E;Tenascin accessory, isoform G;Tenascin accessory, isoform L;Tenascin accessory, isoform K;Teneurin-a;Teneurin-a, Isoform 2	Ten-a	6.0268	6.0644	5.4278	6.0729	6.0350	6.0536	5.9826	6.3057
Q9VHB1	Mitochondrial pyruvate carrier	Dmel\CG9399	5.9865	5.9073	5.9628	5.9282	5.9423	6.0123	6.0254	6.1883
Q8I8U7;Q8I8U7-2	Transcription-associated protein 1;Transcription-associated protein 1, Isoform F	Nipped-A	5.9967	6.2408	5.2463	6.0736	6.0081	6.1161	6.2685	5.9993
P26675;W8NR02	Protein son of sevenless;FI22903p1 (Fragment)	Sos;Sos-RA	5.9996	5.8909	6.4434	6.3229	5.7916	5.8980	5.8348	5.7676
Q9VV60	Tyrosine--tRNA ligase	TyrRS	6.1927	5.8174	5.8818	5.8967	5.9634	5.9791	6.0575	6.1518
Q8MSF3;Q9VHT2	GM21396p;FI07663p	tex	5.7964	6.1524	6.0637	6.1466	6.1673	6.1663	5.7686	5.6783
Q7KSN8;Q9VGG9	Uncharacterized protein, isoform D;RE35509p	CG14729;CG14730	5.8741	6.0911	6.0151	5.9456	5.9056	5.9782	6.0829	6.0454
E1JI22;Q9VWA1	Clathrin light chain;Clathrin light chain	Clc	6.2380	5.9619	5.8493	5.9512	6.0070	5.9537	5.9131	6.0627
Q8T8U5;Q9VSR8;T1W043	AT29464p (Fragment);Amino_oxidase domain-containing protein;FI24493p1 (Fragment)	CG5653;CG5653-RA;Dmel\CG5653	5.6248	6.2999	5.9738	6.0648	5.9907	5.9616	6.1065	5.9081
O97183	GH07456p	Rpb3	6.1072	5.3301	5.0673	5.8980	6.6761	6.7550	6.0248	6.0613
Q9VEG1	Tyramine receptor	TyrR	5.9079	5.9955	5.9870	6.0447	6.0450	6.1474	6.0624	5.7286
Q9VCX4	Ribosome-releasing factor 2, mitochondrial	CG31159-RA;mRRF2	6.0496	5.9865	6.0299	6.0075	5.8085	5.9573	5.9090	6.1675
A0A0B4KFW0;Q8T0S6	Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase hippo	hpo	6.2749	5.9250	6.1013	5.9440	5.7753	5.8510	5.8755	6.1681
Q4V481;Q4V4B8;Q8I929;Q9VR48	IP03617p;IP03817p (Fragment);Tyrosine transporter hoepel2;Hoepel2	hoe2	5.7807	6.0917	5.9829	6.1306	6.0752	6.0403	5.8520	5.9551
A8JR57;Q6NNU6;Q9VDH1	Uncharacterized protein, isoform D;RE05729p;Uncharacterized protein, isoform A	CG17276;CG17277;CG31191	6.1734	5.9798	5.9599	6.0190	5.9106	5.9507	5.9332	5.9755
A0A0B4K657;B7Z0K1;Q59DX2;Q6XK20	Bitesize, isoform I;Bitesize, isoform H;Bitesize, isoform G;Bitesize isoform 1	btsz;CG33555-RA	5.8489	5.9546	6.0082	6.0928	5.9082	5.9021	6.2199	5.9670
C0PTW6	RT01378p (Fragment)	Fas2;Fas2-RA	5.4945	6.6437	5.5722	5.4470	6.2973	6.4646	NaN	NaN
Q8IR23	GH13542p	vap	5.7866	5.9854	5.9701	6.0303	5.9559	6.0100	6.0082	6.1440
A0A0B4KI38;Q9V9X4	Methylthioribose-1-phosphate isomerase;Methylthioribose-1-phosphate isomerase	CG11334;Dmel\CG11334	6.0389	5.9170	6.1045	5.7737	5.9369	5.9459	6.0366	6.1290
Q9VC40	GH22160p	Dmel\CG5805	5.9182	5.9794	5.9415	6.0132	5.8847	5.9185	6.1422	6.0776
C9QPC2;E8NHA5;G2J635;M9MRD3;M9PB42;M9PC27;P11929;Q8IPK8;Q9VMS6	Blastoderm-specific gene 25D, isoform D;RE54358p;RE50922p1;Blastoderm-specific gene 25D, isoform E;Blastoderm-specific gene 25D, isoform F;Blastoderm-specific gene 25D, isoform G;Blastoderm-specific protein 25D;Blastoderm-specific gene 25D, isoform C;Blastoderm-specific gene 25D, isoform B	Bsg25D;Bsg25D-RA;Bsg25D-RE	6.3542	5.8310	5.9967	6.0606	5.3921	5.4732	6.2914	6.4754
C5I7A3;C5I7B1;C5I7C7;C5I7D5;C5I7E3;C5I7F1;C5I7H5;Q9VXW2	RNA helicase;RNA helicase;RNA helicase;RNA helicase;RNA helicase;RNA helicase;RNA helicase;RNA helicase	CG6227;Dmel\CG6227	6.1636	5.9320	6.0250	6.0027	5.8835	5.8995	5.9221	6.0398
H5V8C9;Q8MRQ4	FI19409p1;LMBR1 domain-containing protein 2 homolog	CG42511-RA;CG8135	5.8722	6.0192	6.0355	5.9572	6.0100	6.0732	5.8054	6.0914
Q8MRH4;Q9VJ12	LD46360p;Acinus, isoform A	Acn	6.1917	5.8107	5.9522	5.9149	5.9211	5.9436	5.9761	6.1463
A0A0B4KI69;P32866	G protein-coupled receptor kinase;G protein-coupled receptor kinase 2	Gprk2	6.2664	6.0293	5.8180	5.8845	5.8299	5.8575	6.1498	6.0012
Q7K130	Dynactin 4, p62 subunit	DCTN4-p62	5.7813	5.8884	5.9586	6.1038	5.9613	5.9860	6.0359	6.1186
Q9XZU1	Exportin-2	Cse1	6.1843	5.8994	5.9513	5.9306	5.8261	5.8739	6.0901	6.0731
P14318	Muscle-specific protein 20	Mp20	6.1792	6.4931	6.1125	6.0976	5.6573	5.6820	5.7357	5.8612
M9NFJ2;Q04499;Q04499-3	Proline dehydrogenase;Proline dehydrogenase 1, mitochondrial;Proline dehydrogenase 1, mitochondrial, Isoform B	slgA	5.8919	6.0292	6.1379	6.0734	5.9429	5.9290	5.8001	6.0112
Q7KK29;Q9VEN9	BcDNA.LD27979;Protein associated with topo II related-1, isoform A	Patr-1	5.9887	5.9866	6.0398	5.9674	5.9275	6.0274	5.9883	5.8877
Q24574;Q24574-2	Ubiquitin carboxyl-terminal hydrolase 47;Ubiquitin carboxyl-terminal hydrolase 47, Isoform D	Usp47	6.1825	5.8858	5.9890	5.9714	5.8400	5.8200	6.0476	6.0745
A4V362;B7Z0N3;D3DML6;F3YDP4;Q8T0M8	Uncharacterized protein, isoform N;Uncharacterized protein, isoform I;MIP15364p (Fragment);RH60221p;GH20388p	CG15688;CG15690;CG42322-RF;CG42322-RI	6.0785	5.9203	6.0891	6.0064	5.8569	5.8691	5.9641	6.0158
Q9VUZ0	Translocon-associated protein subunit beta	SsRbeta	5.9063	5.8834	5.8109	5.9648	5.9922	5.9812	6.2103	6.0487
P35992;P35992-1;P35992-2;P35992-6	Tyrosine-protein phosphatase 10D;Tyrosine-protein phosphatase 10D, Isoform B;Tyrosine-protein phosphatase 10D, Isoform E;Tyrosine-protein phosphatase 10D, Isoform H	Ptp10D;Ptp4E	6.1111	5.9791	5.9677	5.8941	5.8964	5.9135	6.0205	6.0127
B8A417;E0R948;E1JHM5;Q9I7L8	RE62467p (Fragment);MIP23949p (Fragment);Uncharacterized protein, isoform B;Cell division cycle 23, isoform A	Cdc23;cdc23-RA;CG31687-PA;CG31688-RC	6.2478	6.0336	6.1083	6.1411	5.7405	5.8592	5.9625	5.6908
Q9W2F4	Cricklet	clt	6.1469	5.8514	6.0336	6.0162	5.7960	5.8513	5.9786	6.1037
M9NDX3;P30189;Q494M1	DNA topoisomerase I;DNA topoisomerase 1;DNA topoisomerase I	CG12877;Dmel\CG12877;Top1;Top1-RB	6.1866	5.8354	5.8848	5.9995	5.8164	5.7818	6.1030	6.1656
Q9VQ58	FI15207p1	EMSY	5.9436	5.8306	5.8496	5.8839	6.1095	6.1280	6.1413	5.8846
A8DYR2;R9PY37	Smoke alarm, isoform C;Smoke alarm, isoform D	smal	5.7563	5.9295	6.0652	6.0136	5.9917	6.0307	5.9862	5.9927
C7LA90;M9MRW6;Q24118	MIP13258p (Fragment);Pigeon, isoform B;Protein pigeon	pigeon;pigeon-RA	5.9023	5.9519	6.0449	6.0596	5.8942	5.9996	5.9902	5.9118
Q9VL68	RH73277p	Dmel\CG4598	6.1713	5.7900	5.9273	5.8727	5.8139	5.8213	6.1001	6.2572
Q9V3W7	Splicing factor, arginine/serine-rich 1	SF2	6.1738	5.8959	5.8482	5.9295	5.8269	5.8397	6.1172	6.1189
A8DZ26;L0MLL1;Q7KQN3;Q8IMA6	Cation-transporting ATPase;Cation-transporting ATPase;Cation-transporting ATPase;Cation-transporting ATPase	anne;CG32000	5.9564	6.0136	5.9603	5.9875	5.8963	5.8981	6.0831	5.9531
E1JI27;P22270	Octopamine-Tyramine receptor, isoform B;Tyramine/octopamine receptor	Oct-TyrR	5.7780	5.8026	5.8912	5.8066	5.8937	5.8903	6.3035	6.3822
Q86BY9	Protein rigor mortis	rig	5.9168	5.9334	6.0226	6.0375	5.9043	6.0035	6.0659	5.8621
M9PCH8;Q9VLU0	Barrier to autointegration factor, isoform B;Barrier-to-autointegration factor	baf	6.3167	5.7980	5.8166	5.5681	5.9324	5.8904	6.1518	6.2708
A0A0B4LFX8;B5RJR0;Q8MLW2;Q960W1;Q9NDJ2;Q9NDJ2-2	Domino, isoform G;LP03212p (Fragment);Domino, isoform D;LD32234p;Helicase domino;Helicase domino, Isoform B	dom;dom-RD	5.6738	6.0200	6.0713	5.9253	NaN	NaN	6.0714	6.0464
A0A0B4JD48;C6SV44;Q95029;Q95029-2	Cysteine proteinase-1, isoform D;RE21773p (Fragment);Cathepsin L;Cathepsin L, Isoform A	Cp1;Cp1-RC	6.3484	5.9422	5.8648	5.9390	5.6834	5.7077	6.0888	6.1694
Q94545;Q94545-2	Set1/Ash2 histone methyltransferase complex subunit ASH2;Set1/Ash2 histone methyltransferase complex subunit ASH2, Isoform B	ash2	6.0628	5.8310	5.9770	5.9075	5.8402	5.9009	6.0993	6.1175
A1ZBD6;A1ZBD6-2;A1ZBD6-3;Q7JZN2	Multiple C2 and transmembrane domain-containing protein;Multiple C2 and transmembrane domain-containing protein, Isoform 2;Multiple C2 and transmembrane domain-containing protein, Isoform 3;Multiple C2 domain and transmembrane region protein, isoform B	Mctp	5.7981	5.9978	6.0160	6.0139	6.0043	6.0063	6.0244	5.8670
Q9VZI3	Unc-112-related protein	Fit1;Fit2	5.4767	6.0505	6.0523	6.0901	6.0299	5.9821	6.0259	6.0101
A0A0B4LH64;Q8SWR8;Q8SWR8-2;Q8SWR8-3	Ataxin-2, isoform D;Ataxin-2 homolog;Ataxin-2 homolog, Isoform A;Ataxin-2 homolog, Isoform C	Atx2	5.8903	5.9153	5.8859	6.1603	5.9901	5.9932	5.7491	6.1229
A0A0B4KFZ6;A0A0B4KGP0;O96757;O96758;Q1WWH6;Q9VFH9;Q9VFI0	Stumps, isoform D;Stumps, isoform F;Dof protein;Dof protein (Fragment);RE42507p;Stumps, isoform B;Stumps, isoform E	stumps	6.1350	6.0882	6.0805	5.9476	5.7893	5.8118	5.9234	5.9305
F3YDK4;O16860;Q8IMC4;Q95RR6;Q9V4D9	Purine-rich binding protein-alpha, isoform G;Pur-alpha;Purine-rich binding protein-alpha, isoform D;LD15002p;Purine-rich binding protein-alpha, isoform B	Pur-alpha	6.0177	5.8517	5.9366	5.8508	5.9774	6.0360	6.0231	5.9993
Q7KIF8;Q86NK4;Q9VSD6	Ran binding protein 7;GH01576p;D-Importin 7/RanBP7	msk	6.1854	5.6669	5.9249	5.8823	5.7473	5.8838	6.2777	6.1227
A1YK77;A1YK78;A1YK79;A1YK80;A1YK81;A1YK82;A1YK83;A1YK85;A1YK86;Q9VCW3	Nup133;Nup133;Nup133;Nup133;Nup133;Nup133;Nup133;Nup133;Nup133;Nuclear pore complex protein Nup133	Nup133	6.0494	5.9781	5.9828	5.9775	5.8359	5.9281	5.9737	5.9641
A9YK42;A9YK51;F6JBT5;F6JBV5;H0RNM5;Q9W3C1;X2JD07	CG1994 (Fragment);Lethal (1) G0020 (Fragment);CG1994 (Fragment);CG1994 (Fragment);RNA cytidine acetyltransferase;RNA cytidine acetyltransferase;RNA cytidine acetyltransferase	CG1994;l(1)G0020;l(1)G0020-RA	5.8056	5.9708	6.0074	6.0492	5.8914	5.9738	5.9834	6.0067
Q9V3F9	BcDNA.LD28120	out	NaN	6.0375	5.7764	6.0590	5.7946	5.8699	5.9389	6.2477
Q95083	Proteasome subunit alpha type-5	Prosalpha5	6.3048	5.6931	6.4137	6.3923	6.0002	5.8511	5.5296	5.4984
Q24113;Q7JPC7	FI21126p1;No-on transient A-like protein (Fragment)	nonA-l	6.0205	5.8163	5.9784	5.9306	5.9495	5.9993	6.0800	5.8950
Q9VUR0	Probable Ufm1-specific protease 2	CG16979	5.6374	6.0927	5.9388	5.9679	5.8575	5.9593	6.0345	6.1793
Q9XZS9	EG:33C11.2 protein	cg11403	6.0260	5.9634	5.9038	5.8255	5.8952	5.9429	5.9850	6.1208
Q9V597	60S ribosomal protein L31	RpL31	6.2213	5.9122	6.0267	5.8703	5.8291	5.8289	5.9625	6.0099
Q9W1F4	THO complex subunit 5	thoc5	5.9459	5.9635	6.0320	5.9316	5.8978	5.8751	6.0169	5.9962
M9PCB7;M9PF14;M9PF20;M9PFB2;M9PFF9;M9PFG3;M9PI44;Q9VTZ0	Trailer hitch, isoform G;Trailer hitch, isoform C;Trailer hitch, isoform H;Trailer hitch, isoform E;Trailer hitch, isoform D;Trailer hitch, isoform I;Trailer hitch, isoform F;GH08269p	tral	6.2315	6.0293	5.6686	5.8345	6.0451	6.0850	5.7803	5.9834
M9PC85;Q9V3V0	X16 splicing factor, isoform B;DXl6 protein	x16	6.0429	6.0311	5.9748	6.1064	6.0660	6.0106	5.7465	5.6637
M9PFF7;Q86BI1	Uncharacterized protein, isoform E;Uncharacterized protein, isoform C	CG17364;Dmel\CG17364	6.2366	5.7601	6.0736	5.9561	5.6994	5.7804	5.9719	6.1635
Q9VYQ9	LD24662p	Tango4	5.7695	5.9830	5.9274	6.0164	5.9758	6.0648	5.9127	5.9905
C9QP41;M9MS76;Q9VPA7	IP04211p (Fragment);Protein kinase, cAMP-dependent, regulatory subunit type 1, isoform V;Protein kinase, cAMP-dependent, regulatory subunit type 1, isoform O	Pka-R1;Pka-R1-RO	6.2719	5.8484	6.0234	5.6754	5.7742	5.7826	6.0531	6.2096
A8DYW2;M9PB51;M9PC63;M9PCB8;M9PCC2;M9PCQ7;M9PEV6;Q9VMA9	Uncharacterized protein, isoform B;Uncharacterized protein, isoform E;Uncharacterized protein, isoform F;Uncharacterized protein, isoform C;Uncharacterized protein, isoform H;Uncharacterized protein, isoform G;Uncharacterized protein, isoform D;AT18603p	CG13768;CG13769;CT33252;Dmel\CG31635	6.0833	5.8897	5.9378	5.8869	5.9124	5.9463	6.0544	5.9252
B7YZV6;M9PFS7;Q9VK33;Q9VK33-2	Scm-related gene containing four mbt domains, isoform C;Scm-related gene containing four mbt domains, isoform D;Polycomb protein Sfmbt;Polycomb protein Sfmbt, Isoform A	Sfmbt	6.3433	5.6972	6.1933	6.0214	5.6894	5.7584	6.1025	5.8192
A0A0B4KG01;Q9W167	Uncharacterized protein, isoform B;Uncharacterized protein, isoform A	anon-WO0170980.151;CG 13579	6.0941	5.8891	6.0391	5.8853	5.8590	5.8227	6.0217	5.9928
A0AVU5;Q9VUJ3;Q9VUJ6	IP03351p;Synaptotagmin beta, isoform D;FI17803p1	CG3020;Sytbeta	5.8863	6.0128	6.0367	6.0062	5.7993	5.8624	5.9523	6.0414
Q9VKF0	Cyclin Y, isoform A	CycY	6.3900	5.9040	5.6974	5.8333	5.9234	5.8952	5.9261	6.0259
A8JNC7;Q1RKT2	Dpr-interacting protein delta, isoform D;IP08460p (Fragment)	;DIP-delta	6.1480	5.8489	5.8762	5.8684	5.8863	5.9960	5.8667	6.1035
M9MRD9;Q8MQQ8;Q9VLS7;X2JDJ3	Phosphatidic acid phospholipase A1, isoform B;LD21041p (Fragment);LD21067p;Phosphatidic acid phospholipase A1, isoform D	PAPLA1	6.3034	5.7584	5.9129	5.9130	5.9243	5.9919	5.7999	5.9883
Q9VDC9	O-GlcNAcase	Oga	6.0528	5.9196	5.9621	5.9256	5.9420	5.9698	5.9126	5.9070
A0A0C4FEI3;A9UN09;G4LU08;Q9VDV0	Uncharacterized protein, isoform F;AT06867p;MIP10313p1 (Fragment);Uncharacterized protein, isoform A	CG6184;CG6184-RA;Dmel\CG6184	5.8623	5.8605	5.9781	5.8437	5.9551	6.0117	5.9916	6.0884
A0A0B4LGZ6;A0A0H4Y1G5;N0D584;P51592	Hyperplastic discs, isoform B;FI24602p1;LD03140p1 (Fragment);E3 ubiquitin-protein ligase hyd	hyd;hyd-RA	6.0227	5.9228	6.0482	5.9545	5.8707	5.8612	6.0328	5.8749
E8NHA2;Q8MQN4;Q9W0H2	HECT and RLD domain containing E3 ubiquitin ligase 4, isoform C;RE53774p;HECT and RLD domain containing E3 ubiquitin ligase 4, isoform A	Herc4	5.9376	5.9682	6.0307	5.9659	5.8669	5.8930	6.0360	5.8860
Q6AWL1;Q8IRJ7;Q9W0T7	RE03681p;Dis3 like 3'-5' exoribonuclease 2, isoform C;Dis3 like 3'-5' exoribonuclease 2, isoform A	Dis3l2	NaN	6.0430	5.9721	6.0572	5.8344	5.8320	NaN	NaN
Q9VNQ3	ER membrane protein complex subunit 4	EMC4	6.0505	5.8438	5.9495	5.8710	5.9562	5.9931	5.8642	6.0506
A8JR05;A8WHF8;Q8SY28;Q9VFK2	Crossveinless c, isoform C;IP11791p (Fragment);RE02250p;Crossveinless c, isoform A	cv-c;RhoGAP88C	5.7981	5.9916	6.0610	5.9143	5.8062	5.8980	6.0790	6.0275
Q9W266	Protein windpipe	wdp	6.3042	5.7590	5.4124	5.3334	6.1758	6.1570	6.2136	6.2199
A0A346DAQ0;M9PDT6;M9PGG9;M9PH41;Q7KVW5;Q7KVW5-4;Q7KVW5-5;Q7KVW5-6;Q7KVW5-7;Q7KVW5-8;X2JAI8;X2JDR8;X2JE69;X2JIE0	Small conductance calcium-activated potassium channel transcript variant V;Small conductance calcium-activated potassium channel, isoform O;Small conductance calcium-activated potassium channel, isoform P;Small conductance calcium-activated potassium channel, isoform Q;Small conductance calcium-activated potassium channel protein;Small conductance calcium-activated potassium channel protein, Isoform L;Small conductance calcium-activated potassium channel protein, Isoform M;Small conductance calcium-activated potassium channel protein, Isoform N;Small conductance calcium-activated potassium channel protein, Isoform I;Small conductance calcium-activated potassium channel protein, Isoform H;Small conductance calcium-activated potassium channel, isoform U;Small conductance calcium-activated potassium channel, isoform S;Small conductance calcium-activated potassium channel, isoform T;Small conductance calcium-activated potassium channel, isoform R	SK	5.6372	6.0109	6.1141	5.9947	5.9951	6.0229	5.8371	5.9619
A4V2C3;M9PGA6;Q5LJP6	Uncharacterized protein, isoform F;Uncharacterized protein, isoform E;LD14939p	CG40297;Dmel\CG17698	6.5055	6.2378	6.5995	6.3522	5.3109	5.3383	5.5933	5.6336
M9PHI2;Q8IQX8;Q9VWT1	Histidine--tRNA ligase;Histidine--tRNA ligase;Histidine--tRNA ligase	HisRS	6.1655	5.7934	5.8994	5.8280	5.8358	5.8779	6.0470	6.1158
A0A0B4LFP2;Q9W5T4	Uncharacterized protein, isoform C;RE33981p	anon-EST:Posey268	6.0908	5.9595	5.9006	6.0465	5.7756	5.8303	5.8997	6.0595
A0A0S0WGQ9;E1JHB4;M9MRE5;M9MSG8;M9PB69;M9PCC7;M9PCW8;M9PF50;Q0E8L0;Q8IPG4;Q9VLS3	Piezo-type mechanosensitive ion channel component;Piezo-type mechanosensitive ion channel component;Piezo-type mechanosensitive ion channel component;Piezo-type mechanosensitive ion channel component;Piezo-type mechanosensitive ion channel component;Piezo-type mechanosensitive ion channel component;Piezo-type mechanosensitive ion channel component;Piezo-type mechanosensitive ion channel component;Piezo-type mechanosensitive ion channel component;Piezo-type mechanosensitive ion channel component;Piezo-type mechanosensitive ion channel component	Piezo	6.0087	6.0265	5.8815	6.0856	5.8692	5.9602	5.8036	5.9269
Q9VUW1	Inositol-1-monophosphatase	cg17026	6.0346	6.0093	5.8661	5.9384	5.8908	5.9376	5.8845	5.9941
Q4V5F2;Q4V5J6;Q9W2J3	UDP-glucuronosyltransferase;UDP-glucuronosyltransferase;UDP-glucuronosyltransferase	CG15661;Ugt49C1	5.9289	6.0295	5.7250	5.8774	5.9645	6.0090	6.0117	6.0092
Q9VY78	Chloride intracellular channel, isoform A	Clic	6.1191	6.3728	5.9069	6.3910	5.6243	4.8619	6.0273	6.2458
Q0KI81	IP14232p	;CG14714;CG18479	6.0122	5.6746	6.2278	6.2143	6.0815	6.1720	5.5776	5.5871
B7YZS3;Q9W1A4	Tamo, isoform B;Protein tamozhennic	tamo	6.3314	5.9048	5.8566	5.9263	5.3924	5.5983	6.2290	6.2957
A0A0B4K7N0;A1Z8W8;A1Z8W9;Q8T4A1	Gartenzwerg, isoform C;Gartenzwerg, isoform B;Gartenzwerg, isoform A;AT08349p	garz	5.7272	5.9509	5.8918	5.8761	5.9126	5.9576	6.1276	6.0832
M9PBH9;Q9W0E8	Uncharacterized protein, isoform B;Protein zer-1 homolog	CG12084;LD02105	6.2277	5.9387	5.8799	6.0204	5.7559	5.7745	5.9466	5.9754
O18412	Transmembrane GTPase fzo	fzo	6.0562	5.9525	5.9551	5.7553	5.7952	5.9477	6.0664	5.9904
Q7K2V9	Mevalonate kinase	CG16804	6.2251	5.9996	6.0341	5.9741	5.6688	5.8209	5.7569	6.0341
M9NED4;M9NF18;Q9VYW5	Uncharacterized protein, isoform C;Uncharacterized protein, isoform D;LD23158p	Dmel\CG2247	5.9356	5.7185	5.9604	5.9228	5.8901	5.8647	6.0140	6.2073
Q9V3D0	LD33485p	mRpL4	6.1071	5.9206	5.9457	6.0128	5.8690	5.9182	5.5614	6.1783
O61444;Q7KPK6;Q7KPX5	MAP kinase kinase 4, isoform A;JNK kinase 2;MAP kinase kinase 4	Mkk4	6.6195	6.5798	6.5637	6.5265	4.7298	5.0809	5.2073	6.1827
A0A0C4DHD7;C6TP52;Q29QH9;Q9U523;Q9W1F1	Alpha-catenin related, isoform C;IP03755p (Fragment);IP03655p (Fragment);Alpha-catenin-related protein;Alpha-catenin related, isoform A	;alpha-catenin-related-RA;alpha-Catr	6.0053	5.9026	5.8546	5.9143	5.9190	6.0116	5.9887	5.8913
M9PIG8;P55035	26S proteasome non-ATPase regulatory subunit 4;26S proteasome non-ATPase regulatory subunit 4	Rpn10	5.9802	5.8772	5.8256	5.9612	5.9613	5.8658	5.9757	6.0391
P25991;P25991-4	Protein suppressor of forked;Protein suppressor of forked, Isoform E	su(f)	5.9585	6.0050	5.9421	5.9975	5.7280	5.8043	6.0512	5.9947
Q95RG8	G protein-coupled receptor kinase interacting ArfGAP	Git	6.1159	5.9308	5.8432	5.8798	6.0645	6.0530	NaN	5.6564
B6IDM7;P48604	GrpE protein homolog;GrpE protein homolog, mitochondrial	Roe1;Roe1-RA	6.1314	6.1001	5.9149	6.0785	5.7610	5.8371	5.9390	5.7163
Q9VXQ3	Diphosphomevalonate decarboxylase	Mvd	6.0543	5.9540	5.9990	5.8289	5.9752	6.0114	5.8469	5.8072
Q9U5W8	Serpin, putative	Spn43Ab	6.0984	5.8301	5.9553	5.7115	5.8169	5.8308	5.9956	6.2334
A0A0B4LFT2;Q27606	Cytochrome P450-4e2, isoform B;Cytochrome P450 4e2	Cyp4e1;Cyp4e2;Cyp4e3	5.8833	6.0867	6.2110	6.0705	5.8309	5.8927	5.3743	6.1224
A0A0B4LID7;Q9VDS7	Uncharacterized protein, isoform C;LD11650p	ClpX	6.1075	5.9602	5.8829	5.9740	5.7896	5.8163	5.9181	6.0210
Q9VB17	IP11341p	Dmel\CG5611	6.0144	5.9501	5.9112	6.0224	5.8988	6.0233	5.7481	5.8973
Q06849	ADP-ribosylation factor-like protein 2	Arl2;dnd	6.1387	5.8738	5.9317	5.9223	5.8509	5.8524	5.8790	6.0119
Q0KI00;Q6IDH1;Q9NH67	Aminopeptidase;Aminopeptidase;Aminopeptidase	SP1029	6.0767	5.1554	6.1420	5.9065	6.0767	6.1214	5.8605	6.1001
A8JV25;E8NH33;Q9VXA5	Uncharacterized protein, isoform D;RE65605p;GH09194p	CG4829;CG4829-RB;CG4829-RD;Dmel\CG4829	6.2653	5.7403	5.7646	4.6377	6.2624	6.3763	6.2583	6.1301
F2FB73;Q9VB64	RH24252p (Fragment);Uncharacterized protein, isoform A	CG31063;CG42813-RA	6.1571	5.7794	6.0362	5.9371	5.9071	5.9230	5.7622	NaN
M9PBG8;Q9W0S2	Rho guanine nucleotide exchange factor 3, isoform M;Rho guanine nucleotide exchange factor 3, isoform L	RhoGEF3	5.7591	5.8488	5.9477	5.9663	5.9163	5.9410	5.9815	6.0698
Q9W591	EG:BACN32G11.4 protein	Dmel\CG14787	5.8817	6.0535	6.0290	6.0761	5.7630	5.8044	6.0123	5.8060
Q7KNM2	Dorsal interacting protein 4	lwr	5.9979	5.9028	5.7976	5.9245	5.8589	5.8969	5.9348	6.0872
Q9VU02	Probable small nuclear ribonucleoprotein Sm D1	SmD1	6.0807	5.9413	6.0879	5.9407	5.9216	5.8246	5.9476	5.6546
A0A0C4DHM8	Uncharacterized protein, isoform C	Dmel\CG17684	5.7950	6.0005	5.9416	5.7059	6.0266	6.0968	6.1424	5.6853
C9QP52;Q7KUT8;Q8IQV1;Q961A8;Q9VW48	3'-phosphoadenosine-5'-phosphosulfate synthase (Fragment);3'-phosphoadenosine-5'-phosphosulfate synthase;3'-phosphoadenosine-5'-phosphosulfate synthase;3'-phosphoadenosine-5'-phosphosulfate synthase;3'-phosphoadenosine-5'-phosphosulfate synthase	Papss;Papss-RD	6.1325	6.0283	4.6371	6.0244	6.2471	6.2856	6.0561	5.9827
Q9VBQ5	LD38433p	Dmel\CG5112	5.9457	5.9269	5.9690	5.8819	5.9056	5.9676	5.8106	5.9851
Q9VAY3	Mitoferrin	mfrn	NaN	5.8194	5.9842	5.8072	5.9661	5.9766	NaN	5.9866
A0A0B4LF73;A0A0B4LFE7;A0A0B4LGJ2;A8DYE2;A8DYE2-2;A8DYE2-3;A8DYE2-4;B7YZH3;B7YZH4	Transient receptor potential cation channel, subfamily M, isoform J;Transient receptor potential cation channel, subfamily M, isoform I;Transient receptor potential cation channel, subfamily M, isoform H;Transient receptor potential cation channel trpm;Transient receptor potential cation channel trpm, Isoform B;Transient receptor potential cation channel trpm, Isoform C;Transient receptor potential cation channel trpm, Isoform D;Transient receptor potential cation channel, subfamily M, isoform G;Transient receptor potential cation channel, subfamily M, isoform A	Trpm	5.5745	6.0434	6.0807	5.9156	5.9489	5.9831	5.9329	5.9063
A0A0B4K6M7;Q9VHA0	Sex comb on midleg, isoform B;Polycomb protein Scm	Scm	5.8941	5.9207	5.9548	5.8342	5.8256	5.8884	6.0372	6.0224
Q9VAY9	GH07821p	mRpS22	5.9590	5.8144	5.8664	5.8796	5.8374	5.9000	6.0125	6.0972
A1ZBR2;E0R985;Q24591;Q2XXS4;Q7JPR9	18 wheeler;RT09901p (Fragment);18w protein;CG8896 (Fragment);Tlr protein	18w;18w-RA;CG8595;CG8896	5.7802	5.8535	5.5536	5.6954	6.0820	6.1040	5.8010	6.4896
