Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD
UP000543287	Dromaius novaehollandiae (Emu)	8790	13744	C:79.8%[S:79.4%,D:0.4%],F:5.8%,M:14.4%,n:8338	Standard
UP000543364	Cephalopterus ornatus (Amazonian umbrellabird)	114276	13893	C:73.7%[S:73.5%,D:0.2%],F:5.9%,M:20.4%,n:10844	Standard
UP000544127	Upupa epops (Eurasian hoopoe)	57439	13728	C:77.2%[S:76.9%,D:0.3%],F:6.6%,M:16.1%,n:8338	Standard
UP000545329	Erpornis zantholeuca	1112836	13291	C:66.4%[S:66.2%,D:0.2%],F:6.5%,M:27.1%,n:10844	Standard
UP000545332	Crypturellus soui	458187	14071	C:76.5%[S:75.6%,D:0.9%],F:6.5%,M:16.9%,n:8338	Standard
UP000545435	Rostratula benghalensis (greater painted-snipe)	118793	14195	C:80.8%[S:80.5%,D:0.3%],F:5.8%,M:13.4%,n:8338	Standard
UP000545574	Panurus biarmicus (Bearded tit)	181101	12783	C:62.3%[S:61.8%,D:0.5%],F:6.7%,M:31.0%,n:10844	Close to standard (low value)
UP000546235	Caloenas nicobarica (Nicobar pigeon)	187106	14055	C:78.8%[S:78.6%,D:0.2%],F:5.2%,M:16.0%,n:8338	Standard
UP000546986	Cisticola juncidis	52622	13372	C:73.7%[S:73.5%,D:0.1%],F:5.3%,M:21.1%,n:10844	Standard
UP000547499	Lanius ludovicianus (Loggerhead shrike)	28713	13675	C:74.6%[S:74.3%,D:0.2%],F:5.4%,M:20.0%,n:10844	Standard
UP000547721	Ptilorrhoa leucosticta	449384	13491	C:73.0%[S:72.7%,D:0.3%],F:5.6%,M:21.4%,n:10844	Close to standard (low value)
UP000548317	Struthidea cinerea	181839	14122	C:76.8%[S:76.6%,D:0.2%],F:5.0%,M:18.2%,n:10844	Standard
UP000549091	Nesospiza acunhae	381881	14047	C:72.2%[S:72.0%,D:0.2%],F:5.1%,M:22.7%,n:10844	Standard
UP000549157	Zosterops hypoxanthus	2485327	13698	C:70.3%[S:70.0%,D:0.3%],F:5.8%,M:23.9%,n:10844	Standard
UP000549394	Dimorphilus gyrociliatus	2664684	16145	C:91.9%[S:85.5%,D:6.4%],F:1.3%,M:6.8%,n:954	Unknown
UP000549499	Crotophaga sulcirostris (Groove-billed ani)	33598	13847	C:79.3%[S:79.0%,D:0.3%],F:5.9%,M:14.8%,n:8338	Standard
UP000549775	Acrocephalus arundinaceus (Great reed-warbler)	39621	13628	C:68.8%[S:68.3%,D:0.5%],F:6.5%,M:24.7%,n:10844	Standard
UP000550059	Setophaga kirtlandii (Kirtland's warbler) (Dendroica kirtlandii)	298831	13871	C:74.0%[S:73.8%,D:0.2%],F:5.7%,M:20.2%,n:10844	Standard
UP000550086	Jacana jacana (Wattled jacana) (Parra jacana)	54508	13209	C:69.6%[S:69.3%,D:0.3%],F:8.0%,M:22.3%,n:8338	Standard
UP000550309	Onychorhynchus coronatus (Royal flycatcher)	360224	14340	C:77.1%[S:76.9%,D:0.2%],F:5.0%,M:17.8%,n:10844	Close to standard (high value)
UP000550660	Trogon melanurus (Black-tailed trogon)	56311	14123	C:79.4%[S:79.0%,D:0.4%],F:6.0%,M:14.5%,n:8338	Standard
UP000550707	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	27622	53557	C:95.1%[S:48.6%,D:46.4%],F:0.6%,M:4.3%,n:12234	Outlier (high value)
UP000551127	Bucorvus abyssinicus (Northern ground-hornbill) (Abyssinian ground-hornbill)	153643	14386	C:81.1%[S:80.8%,D:0.3%],F:5.6%,M:13.3%,n:8338	Close to standard (high value)
UP000551443	Xiphorhynchus elegans (elegant woodcreeper)	269412	13517	C:63.7%[S:63.4%,D:0.3%],F:7.2%,M:29.1%,n:10844	Standard
UP000551758	Diceros bicornis minor (South-central black rhinoceros)	77932	19602	C:72.1%[S:71.9%,D:0.2%],F:9.4%,M:18.5%,n:12234	Standard
UP000551823	Nyctiprogne leucopyga	382315	13366	C:69.7%[S:69.3%,D:0.4%],F:8.0%,M:22.3%,n:8338	Standard
UP000552319	Quiscalus mexicanus (Great-tailed grackle) (Cassidix mexicanus)	64278	13590	C:68.9%[S:68.6%,D:0.3%],F:7.8%,M:23.3%,n:10844	Standard
UP000553648	Serilophus lunatus (silver-breasted broadbill)	239386	14091	C:76.6%[S:76.4%,D:0.2%],F:4.7%,M:18.6%,n:10844	Standard
UP000553798	Prunella fulvescens (Brown accentor)	670355	13347	C:66.7%[S:66.4%,D:0.2%],F:7.0%,M:26.3%,n:10844	Standard
UP000553862	Molothrus ater (Brown-headed cowbird)	84834	15960	C:77.3%[S:76.8%,D:0.5%],F:5.1%,M:17.6%,n:10844	Outlier (high value)
UP000554720	Anthoscopus minutus (Southern penduline-tit)	156561	13552	C:66.8%[S:66.6%,D:0.2%],F:6.7%,M:26.5%,n:10844	Standard
UP000555275	Podilymbus podiceps (Pied-billed grebe)	9252	14192	C:79.3%[S:79.0%,D:0.3%],F:5.9%,M:14.8%,n:8338	Standard
UP000555367	Pelecanoides urinatrix (Common diving petrel) (Procellaria urinatrix)	37079	14741	C:78.3%[S:77.9%,D:0.4%],F:6.9%,M:14.8%,n:8338	Close to standard (high value)
UP000555649	Herpetotheres cachinnans (Laughing falcon) (Falco cachinnans)	56343	14321	C:80.2%[S:80.0%,D:0.3%],F:5.9%,M:13.9%,n:8338	Close to standard (high value)
UP000556165	Phaetusa simplex (large-billed tern)	297813	13248	C:74.0%[S:73.6%,D:0.4%],F:6.5%,M:19.5%,n:8338	Standard
UP000556200	Neopipo cinnamomea	456388	13978	C:72.6%[S:72.4%,D:0.2%],F:5.7%,M:21.7%,n:10844	Standard
UP000556761	Thalassarche chlororhynchos (Atlantic yellow-nosed albatross) (Diomedea chlororhynchos)	54017	11811	C:55.4%[S:55.2%,D:0.2%],F:10.3%,M:34.3%,n:8338	Close to standard (low value)
UP000557196	Aleadryas rufinucha (rufous-naped whistler)	461220	13884	C:74.3%[S:74.0%,D:0.2%],F:5.9%,M:19.8%,n:10844	Standard
UP000557230	Indicator maculatus (spotted honeyguide)	545262	13941	C:77.6%[S:77.3%,D:0.3%],F:6.5%,M:15.9%,n:8338	Standard
UP000557268	Hylia prasina (green hylia)	208073	13444	C:73.8%[S:73.6%,D:0.2%],F:5.3%,M:20.9%,n:10844	Standard
UP000557271	Chionis minor (Black-faced sheathbill)	227182	14280	C:80.0%[S:79.7%,D:0.3%],F:6.2%,M:13.8%,n:8338	Close to standard (high value)
UP000557315	Daphoenositta chrysoptera (varied sittella)	254528	13857	C:75.9%[S:75.7%,D:0.2%],F:5.1%,M:19.0%,n:10844	Standard
UP000557426	Zapornia atra	2585822	13329	C:72.7%[S:72.3%,D:0.4%],F:8.5%,M:18.9%,n:8338	Standard
UP000558164	Leptocoma aspasia	2585812	13699	C:73.2%[S:73.0%,D:0.2%],F:5.3%,M:21.6%,n:10844	Standard
UP000558460	Horornis vulcanius	2585811	9840	C:31.2%[S:31.0%,D:0.2%],F:9.4%,M:59.5%,n:10844	Outlier (low value)
UP000558488	Pipistrellus kuhlii (Kuhl's pipistrelle)	59472	39728	C:94.2%[S:56.9%,D:37.3%],F:0.5%,M:5.2%,n:12234	Standard
UP000558509	Thryothorus ludovicianus (Carolina wren)	74200	13660	C:73.0%[S:72.7%,D:0.3%],F:5.6%,M:21.4%,n:10844	Standard
UP000558958	Sakesphorus luctuosus	419690	14098	C:74.9%[S:74.6%,D:0.3%],F:5.2%,M:19.9%,n:10844	Standard
UP000559068	Aegotheles bennettii	48278	13683	C:78.4%[S:78.1%,D:0.3%],F:6.5%,M:15.1%,n:8338	Standard
UP000560066	Neodrepanis coruscans (wattled asity)	254563	8830	C:30.8%[S:30.6%,D:0.1%],F:7.3%,M:62.0%,n:10844	Outlier (low value)
UP000560247	Melospiza melodia (Song sparrow) (Fringilla melodia)	44397	13912	C:73.2%[S:72.8%,D:0.5%],F:5.2%,M:21.6%,n:10844	Standard
UP000560386	Ardeotis kori	89386	13689	C:79.5%[S:79.2%,D:0.3%],F:5.9%,M:14.6%,n:8338	Standard
UP000561178	Rhipidura dahli	667186	14156	C:77.0%[S:76.8%,D:0.2%],F:5.0%,M:18.0%,n:10844	Close to standard (high value)
UP000562238	Circaetus pectoralis (black-chested snake-eagle)	321084	14132	C:77.8%[S:77.5%,D:0.3%],F:6.0%,M:16.1%,n:8338	Standard
UP000562322	Alectura lathami (Australian brush turkey)	81907	13377	C:76.3%[S:76.0%,D:0.3%],F:6.7%,M:17.0%,n:8338	Standard
UP000562415	Probosciger aterrimus (Palm cockatoo)	141839	13967	C:74.4%[S:73.9%,D:0.5%],F:7.7%,M:17.9%,n:8338	Standard
UP000563060	Fregetta grallaria (White-bellied storm-petrel) (Procellaria grallaria)	79628	13503	C:72.0%[S:71.6%,D:0.4%],F:6.9%,M:21.0%,n:8338	Standard
UP000563107	Chaetops frenatus (Rufous rock-jumper)	221966	13217	C:67.9%[S:67.8%,D:0.2%],F:6.6%,M:25.5%,n:10844	Close to standard (low value)
UP000563990	Abscondita terminalis	2069292	20367	C:92.7%[S:90.0%,D:2.7%],F:2.0%,M:5.3%,n:2124	Outlier (high value)
UP000564407	Malurus elegans (Red-winged fairywren)	720584	14016	C:74.4%[S:74.2%,D:0.2%],F:5.6%,M:20.0%,n:10844	Standard
UP000564466	Oxyruncus cristatus (sharpbill)	114331	14018	C:77.2%[S:77.0%,D:0.2%],F:4.9%,M:17.9%,n:10844	Standard
UP000564784	Loxia curvirostra (Red crossbill)	64802	14544	C:77.4%[S:77.2%,D:0.2%],F:5.0%,M:17.6%,n:10844	Outlier (high value)
UP000564948	Rhagologus leucostigma	156170	14205	C:76.9%[S:76.7%,D:0.2%],F:4.9%,M:18.1%,n:10844	Standard
UP000565207	Pedionomus torquatus (Plains-wanderer)	227192	13302	C:76.6%[S:76.3%,D:0.3%],F:6.9%,M:16.5%,n:8338	Standard
UP000565698	Thinocorus orbignyianus	161742	14037	C:79.4%[S:79.0%,D:0.3%],F:6.1%,M:14.5%,n:8338	Standard
UP000565754	Oenanthe oenanthe (Northern wheatear)	279966	13538	C:72.3%[S:72.2%,D:0.2%],F:5.5%,M:22.2%,n:10844	Standard
UP000565785	Rhinopomastus cyanomelas (Common scimitarbill)	113115	14764	C:79.2%[S:78.9%,D:0.4%],F:6.2%,M:14.6%,n:8338	Close to standard (high value)
UP000566314	Buphagus erythrorhynchus (red-billed oxpecker)	245048	11060	C:43.1%[S:42.8%,D:0.2%],F:8.9%,M:48.0%,n:10844	Outlier (low value)
UP000566440	Galbula dea	1109041	14637	C:80.6%[S:80.2%,D:0.3%],F:5.8%,M:13.7%,n:8338	Close to standard (high value)
UP000566454	Prunella himalayana	670356	13876	C:75.0%[S:74.8%,D:0.2%],F:5.4%,M:19.7%,n:10844	Standard
UP000567570	Aramus guarauna (Limpkin) (Scolopax guarauna)	54356	14274	C:80.1%[S:79.8%,D:0.3%],F:5.9%,M:14.0%,n:8338	Close to standard (high value)
UP000567624	Smithornis capensis	363769	13835	C:74.9%[S:74.7%,D:0.2%],F:4.9%,M:20.2%,n:10844	Standard
UP000567822	Sylvietta virens (Green crombec)	208069	13764	C:74.3%[S:74.1%,D:0.2%],F:5.4%,M:20.4%,n:10844	Standard
UP000567826	Nyctibius grandis (Great potoo)	48427	14050	C:77.6%[S:77.2%,D:0.4%],F:7.0%,M:15.4%,n:8338	Standard
UP000567872	Anseranas semipalmata (Magpie goose) (Anas semipalmata)	8851	14206	C:81.1%[S:80.8%,D:0.3%],F:5.4%,M:13.4%,n:8338	Standard
UP000568556	Chordeiles acutipennis (Lesser nighthawk) (Caprimulgus acutipennis)	118183	14023	C:79.0%[S:78.7%,D:0.3%],F:6.2%,M:14.8%,n:8338	Standard
UP000569728	Oceanites oceanicus (Wilson's storm petrel) (Procellaria oceanica)	79653	14204	C:78.0%[S:77.7%,D:0.3%],F:6.3%,M:15.7%,n:8338	Standard
UP000570016	Rhynochetos jubatus (kagu)	54386	13676	C:80.1%[S:79.8%,D:0.3%],F:5.9%,M:14.1%,n:8338	Standard
UP000570288	Oxylabes madagascariensis (white-throated Oxylabes)	98144	8969	C:30.4%[S:30.3%,D:0.1%],F:8.2%,M:61.4%,n:10844	Outlier (low value)
UP000570547	Pachycephala philippinensis (yellow-belllied whistler)	449367	13318	C:71.7%[S:71.5%,D:0.2%],F:5.6%,M:22.7%,n:10844	Close to standard (low value)
UP000570592	Pardalotus punctatus (spotted pardalote)	254575	13660	C:72.7%[S:72.5%,D:0.2%],F:5.8%,M:21.5%,n:10844	Standard
UP000571324	Origma solitaria	720586	14437	C:76.1%[S:75.9%,D:0.2%],F:5.2%,M:18.8%,n:10844	Close to standard (high value)
UP000571567	Himantopus himantopus (Black-winged stilt) (Charadrius himantopus)	225398	14268	C:79.4%[S:79.1%,D:0.4%],F:6.2%,M:14.4%,n:8338	Close to standard (high value)
UP000571582	Alaudala cheleensis (Asian short-toed lark)	670337	14234	C:72.3%[S:71.8%,D:0.5%],F:6.1%,M:21.7%,n:10844	Close to standard (high value)
UP000572057	Locustella ochotensis (Middendorff's grasshopper-warbler)	187437	13910	C:75.4%[S:75.2%,D:0.2%],F:5.0%,M:19.6%,n:10844	Close to standard (high value)
UP000572325	Sterrhoptilus dennistouni	2585820	13232	C:71.4%[S:71.2%,D:0.2%],F:5.2%,M:23.4%,n:10844	Standard
UP000572837	Pomatorhinus ruficollis (streak-breasted scimitar babbler)	932028	12947	C:68.9%[S:68.7%,D:0.2%],F:5.6%,M:25.5%,n:10844	Close to standard (low value)
UP000573697	Polioptila caerulea (Blue-grey gnatcatcher)	66707	13534	C:74.7%[S:74.5%,D:0.2%],F:5.3%,M:20.0%,n:10844	Standard
UP000573818	Sylvia atricapilla (blackcap)	48155	13252	C:74.9%[S:74.7%,D:0.2%],F:5.1%,M:19.9%,n:10844	Standard
UP000574191	Hypocryptadius cinnamomeus	589841	12372	C:55.0%[S:54.8%,D:0.2%],F:7.5%,M:37.5%,n:10844	Close to standard (low value)
UP000574210	Rhodinocichla rosea	58203	14100	C:74.6%[S:74.4%,D:0.2%],F:5.2%,M:20.2%,n:10844	Standard
UP000574277	Mesembrinibis cayennensis	1118748	13857	C:76.5%[S:76.2%,D:0.3%],F:6.5%,M:17.0%,n:8338	Standard
UP000574528	Psilopogon haemacephalus	2585815	13526	C:74.6%[S:74.3%,D:0.3%],F:6.6%,M:18.9%,n:8338	Standard
UP000574691	Burhinus bistriatus	240201	13960	C:76.8%[S:76.5%,D:0.3%],F:6.4%,M:16.8%,n:8338	Standard
UP000574967	Machaerirhynchus nigripectus	1160894	13938	C:76.2%[S:76.0%,D:0.2%],F:5.1%,M:18.7%,n:10844	Standard
UP000575029	Grantiella picta	266360	14054	C:75.8%[S:75.6%,D:0.2%],F:5.0%,M:19.2%,n:10844	Standard
UP000575874	Aphelocoma coerulescens (Florida scrub-jay) (Corvus coerulescens)	39617	14551	C:77.9%[S:77.6%,D:0.3%],F:5.1%,M:17.0%,n:10844	Close to standard (high value)
UP000576729	Callaeas wilsoni (North Island kokako)	1347786	14554	C:74.0%[S:73.8%,D:0.2%],F:6.8%,M:19.2%,n:10844	Close to standard (high value)
UP000578259	Pheucticus melanocephalus (Black-headed grosbeak) (Guiraca melanocephala)	371919	12775	C:62.9%[S:62.8%,D:0.1%],F:6.6%,M:30.4%,n:10844	Standard
UP000578343	Baryphthengus martii (Rufous motmot)	176943	13377	C:74.5%[S:74.1%,D:0.3%],F:7.1%,M:18.4%,n:8338	Standard
UP000579406	Chloroceryle aenea (American pygmy kingfisher)	176938	12192	C:73.8%[S:73.5%,D:0.3%],F:6.9%,M:19.3%,n:8338	Standard
UP000579558	Notiomystis cincta	366454	13629	C:70.6%[S:70.4%,D:0.2%],F:6.9%,M:22.5%,n:10844	Standard
UP000579685	Phainopepla nitens (Phainopepla)	161653	13527	C:73.3%[S:73.1%,D:0.2%],F:5.9%,M:20.8%,n:10844	Standard
UP000579812	Onychostoma macrolepis	369639	24720	C:92.1%[S:90.6%,D:1.5%],F:0.9%,M:7.0%,n:3640	Standard
UP000579904	Oreotrochilus melanogaster	689266	12132	C:71.5%[S:71.2%,D:0.2%],F:7.7%,M:20.8%,n:8338	Standard
UP000579941	Gymnorhina tibicen (Australian magpie) (Cracticus tibicen)	9132	14291	C:76.6%[S:76.4%,D:0.3%],F:5.1%,M:18.3%,n:10844	Close to standard (high value)
UP000580171	Pandion haliaetus (Osprey) (Falco haliaetus)	56262	12585	C:60.9%[S:60.7%,D:0.2%],F:9.2%,M:29.9%,n:8338	Standard
UP000580559	Lamprigera yunnana	370605	19398	C:93.0%[S:91.1%,D:1.9%],F:1.7%,M:5.2%,n:2124	Outlier (high value)
UP000580681	Emberiza fucata	337179	13193	C:70.0%[S:69.8%,D:0.2%],F:5.9%,M:24.1%,n:10844	Standard
UP000580691	Sinosuthora webbiana	337173	14232	C:75.9%[S:75.6%,D:0.3%],F:5.1%,M:19.0%,n:10844	Close to standard (high value)
UP000580825	Scytalopus superciliaris	312124	13826	C:75.2%[S:74.9%,D:0.3%],F:5.3%,M:19.6%,n:10844	Standard
UP000580879	Climacteris rufus (rufous treecreeper)	47695	14074	C:75.3%[S:75.1%,D:0.2%],F:5.5%,M:19.1%,n:10844	Standard
UP000582182	Turnix velox (Little buttonquail)	2529409	13120	C:71.5%[S:71.2%,D:0.3%],F:8.2%,M:20.4%,n:8338	Standard
UP000583049	Glareola pratincola (Collared pratincole) (Hirundo pratincola)	43316	13760	C:78.8%[S:78.4%,D:0.4%],F:6.3%,M:14.9%,n:8338	Standard
UP000583164	Rhabdornis inornatus	237438	14339	C:77.2%[S:77.0%,D:0.3%],F:5.1%,M:17.7%,n:10844	Close to standard (high value)
UP000583496	Pomatostomus ruficeps (Chestnut-crowned babbler)	9176	13287	C:63.4%[S:63.2%,D:0.2%],F:7.2%,M:29.4%,n:10844	Standard
UP000583613	Eubucco bourcierii (red-headed barbet)	91767	14131	C:76.4%[S:76.0%,D:0.4%],F:7.3%,M:16.3%,n:8338	Standard
UP000583740	Cardinalis cardinalis (Northern cardinal)	98964	13821	C:73.3%[S:73.1%,D:0.2%],F:5.9%,M:20.9%,n:10844	Standard
UP000583915	Sitta europaea (Eurasian nuthatch)	50251	13526	C:73.5%[S:73.2%,D:0.3%],F:5.6%,M:20.9%,n:10844	Standard
UP000584326	Podargus strigoides (Tawny frogmouth) (Caprimulgus strigoides)	8905	13990	C:71.4%[S:71.0%,D:0.4%],F:8.0%,M:20.7%,n:8338	Standard
UP000584415	Platysteira castanea	1160851	13995	C:75.8%[S:75.5%,D:0.3%],F:5.1%,M:19.1%,n:10844	Standard
UP000584880	Ptilonorhynchus violaceus (Satin bowerbird) (Pyrrhocorax violaceus)	28724	13901	C:75.6%[S:75.4%,D:0.2%],F:5.0%,M:19.4%,n:10844	Standard
UP000585317	Hirundo rustica (Barn swallow)	43150	14412	C:75.6%[S:75.4%,D:0.2%],F:5.7%,M:18.7%,n:10844	Close to standard (high value)
UP000586634	Nycticryphes semicollaris	227226	14293	C:80.2%[S:79.9%,D:0.3%],F:5.9%,M:13.8%,n:8338	Close to standard (high value)
UP000586671	Dromas ardeola	458190	13881	C:77.6%[S:77.3%,D:0.3%],F:6.6%,M:15.8%,n:8338	Standard
UP000586704	Ceyx cyanopectus (Indigo-banded kingfisher)	390723	11903	C:54.3%[S:53.6%,D:0.6%],F:10.1%,M:35.6%,n:8338	Standard
UP000586926	Mohoua ochrocephala	874463	13564	C:70.9%[S:70.7%,D:0.2%],F:6.5%,M:22.6%,n:10844	Standard
UP000587472	Psophia crepitans (common trumpeter)	54359	13853	C:79.7%[S:79.4%,D:0.3%],F:6.0%,M:14.4%,n:8338	Standard
UP000587587	Promerops cafer (Cape sugarbird)	254652	14071	C:75.8%[S:75.6%,D:0.2%],F:5.5%,M:18.7%,n:10844	Outlier (high value)
UP000587655	Ibidorhyncha struthersii	425643	13835	C:79.4%[S:79.1%,D:0.3%],F:5.9%,M:14.6%,n:8338	Standard
UP000587697	Rhadina sibilatrix	2585818	13615	C:73.4%[S:73.2%,D:0.2%],F:5.7%,M:20.9%,n:10844	Standard
UP000588334	Sclerurus mexicanus (tawny-throated leaftosser)	265632	14009	C:76.5%[S:76.3%,D:0.3%],F:4.8%,M:18.6%,n:10844	Standard
UP000589485	Sapayoa aenigma (broad-billed sapayoa)	239371	13839	C:71.6%[S:71.4%,D:0.2%],F:5.8%,M:22.6%,n:10844	Standard
UP000589495	Vireo altiloquus (Black-whiskered vireo)	34956	14067	C:74.2%[S:73.9%,D:0.3%],F:5.3%,M:20.5%,n:10844	Standard
UP000590623	Cinclus mexicanus (American dipper)	161649	13465	C:66.8%[S:66.6%,D:0.2%],F:6.6%,M:26.6%,n:10844	Standard
UP000590868	Heliornis fulica (sungrebe)	54369	13523	C:78.0%[S:77.6%,D:0.4%],F:6.1%,M:15.9%,n:8338	Standard
UP000591073	Glaucidium brasilianum (Ferruginous pygmy-owl)	78217	14183	C:80.2%[S:79.8%,D:0.3%],F:5.9%,M:13.9%,n:8338	Standard
UP000591535	Grallaria varia (variegated antpitta)	117165	13896	C:74.9%[S:74.7%,D:0.3%],F:5.2%,M:19.9%,n:10844	Standard
UP000593565	Ameiurus melas (Black bullhead) (Silurus melas)	219545	24332	C:91.9%[S:90.6%,D:1.3%],F:2.2%,M:5.9%,n:3640	Standard
UP000593567	Bugula neritina (Brown bryozoan) (Sertularia neritina)	10212	25017	C:76.2%[S:67.0%,D:9.2%],F:9.0%,M:14.8%,n:954	Unknown
UP000593571	Rousettus aegyptiacus (Egyptian rousette) (Egyptian fruit bat)	9407	60832	C:95.8%[S:45.5%,D:50.3%],F:0.4%,M:3.7%,n:12234	Outlier (high value)
UP000594220	Crocodylus porosus (Saltwater crocodile) (Estuarine crocodile)	8502	27142	C:91.7%[S:56.4%,D:35.3%],F:2.3%,M:6.0%,n:7480	Unknown
UP000594260	Varroa destructor (Honeybee mite)	109461	20096	C:99.2%[S:41.2%,D:58.0%],F:0.0%,M:0.7%,n:2934	Outlier (high value)
UP000594262	Clytia hemisphaerica	252671	24557	C:81.1%[S:72.1%,D:9.0%],F:2.9%,M:15.9%,n:954	Unknown
UP000594454	Hermetia illucens (Black soldier fly)	343691	17495	C:95.8%[S:87.6%,D:8.2%],F:1.2%,M:3.0%,n:3285	Outlier (high value)
UP000600918	Vespula pensylvanica (Western yellow jacket) (Wasp)	30213	18484	C:91.3%[S:91.1%,D:0.3%],F:2.2%,M:6.5%,n:5991	Outlier (high value)
UP000603297	Pteruthius melanotis	357074	11955	C:64.8%[S:64.6%,D:0.2%],F:4.0%,M:31.2%,n:10844	Close to standard (low value)
UP000603627	Calcarius ornatus (Chestnut-collared longspur)	198940	13652	C:72.6%[S:72.3%,D:0.3%],F:5.6%,M:21.8%,n:10844	Standard
UP000603793	Corvus moneduloides (New Caledonian crow)	1196302	14221	C:76.3%[S:76.1%,D:0.2%],F:5.0%,M:18.6%,n:10844	Close to standard (high value)
UP000604080	Dryoscopus gambensis	85069	12293	C:61.0%[S:60.8%,D:0.2%],F:6.6%,M:32.4%,n:10844	Outlier (low value)
UP000611227	Ramphastos sulfuratus	322582	14017	C:71.3%[S:70.9%,D:0.4%],F:9.1%,M:19.6%,n:8338	Standard
UP000611277	Certhia familiaris (Eurasian treecreeper)	73333	13143	C:67.9%[S:67.7%,D:0.2%],F:7.0%,M:25.1%,n:10844	Close to standard (low value)
UP000613066	Penelope pileata	1118817	13915	C:81.5%[S:81.2%,D:0.3%],F:4.8%,M:13.7%,n:8338	Standard
UP000614027	Campylorhamphus procurvoides	190295	14067	C:76.4%[S:76.2%,D:0.2%],F:4.9%,M:18.7%,n:10844	Standard
UP000614263	Chloropsis cyanopogon	1218682	12540	C:61.4%[S:61.1%,D:0.3%],F:7.1%,M:31.5%,n:10844	Outlier (low value)
UP000614350	Vespula vulgaris (Yellow jacket) (Wasp)	7454	15506	C:84.7%[S:84.5%,D:0.2%],F:2.8%,M:12.5%,n:5991	Standard
UP000614601	Bursaphelenchus okinawaensis	465554	14486	C:75.2%[S:73.8%,D:1.4%],F:1.3%,M:23.5%,n:3131	Standard
UP000617340	Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	17178	C:89.6%[S:89.3%,D:0.3%],F:3.7%,M:6.8%,n:5991	Standard
UP000618051	Lamprotornis superbus	245042	14247	C:79.9%[S:79.6%,D:0.3%],F:5.0%,M:15.1%,n:10844	Close to standard (high value)
UP000618746	Spizella passerina (Chipping sparrow)	40210	9048	C:30.2%[S:29.8%,D:0.4%],F:7.7%,M:62.1%,n:10844	Outlier (low value)
UP000619137	Sula dactylatra (Masked booby)	56068	12940	C:65.6%[S:65.2%,D:0.4%],F:8.4%,M:26.0%,n:8338	Standard
UP000621168	Corythaeola cristata (Great blue turaco)	103954	11501	C:59.2%[S:59.0%,D:0.3%],F:9.2%,M:31.6%,n:8338	Close to standard (low value)
UP000623542	Elachura formosa (spotted wren-babbler)	1463973	13998	C:73.8%[S:73.2%,D:0.5%],F:5.2%,M:21.0%,n:10844	Standard
UP000625584	Passerina amoena (Lazuli bunting)	142471	12951	C:64.5%[S:64.2%,D:0.3%],F:6.4%,M:29.1%,n:10844	Standard
UP000625711	Rhynchophorus ferrugineus (Red palm weevil) (Curculio ferrugineus)	354439	24802	C:94.7%[S:81.5%,D:13.3%],F:2.8%,M:2.4%,n:2124	Outlier (high value)
UP000627253	Tricholaema leucomelas (pied barbet)	240729	14305	C:77.0%[S:76.6%,D:0.4%],F:6.6%,M:16.4%,n:8338	Close to standard (high value)
UP000628412	Aegithalos caudatus (Long-tailed tit) (Acredula caudata)	73327	13234	C:69.1%[S:68.9%,D:0.2%],F:6.2%,M:24.7%,n:10844	Standard
UP000629438	Tichodroma muraria	237442	11478	C:50.1%[S:50.0%,D:0.2%],F:7.1%,M:42.7%,n:10844	Outlier (low value)
UP000629713	Peucedramus taeniatus (Olive warbler)	135441	13643	C:69.5%[S:69.3%,D:0.2%],F:7.0%,M:23.6%,n:10844	Standard
UP000631391	Picathartes gymnocephalus (White-necked rockfowl)	175131	13505	C:66.7%[S:66.5%,D:0.2%],F:6.7%,M:26.6%,n:10844	Standard
UP000631465	Cervus hanglu yarkandensis (Yarkand deer)	84702	713	C:0.6%[S:0.6%,D:0.1%],F:0.1%,M:99.2%,n:13335	Standard
UP000632118	Fregata magnificens (Magnificent frigatebird)	37042	13159	C:66.5%[S:66.0%,D:0.5%],F:8.6%,M:24.9%,n:8338	Standard
UP000633448	Pitta sordida (Hooded pitta)	9163	13848	C:71.0%[S:70.7%,D:0.3%],F:6.2%,M:22.8%,n:10844	Standard
UP000634236	Vidua chalybeata (Village indigobird)	81927	14570	C:75.8%[S:75.3%,D:0.5%],F:5.7%,M:18.5%,n:10844	Outlier (high value)
UP000637704	Eolophus roseicapilla (Galah cockatoo) (Cacatua roseicapilla)	176039	13310	C:71.9%[S:71.5%,D:0.4%],F:6.9%,M:21.3%,n:8338	Standard
UP000639338	Aphidius gifuensis	684658	11457	C:88.1%[S:85.0%,D:3.1%],F:0.7%,M:11.3%,n:5991	Standard
UP000640762	Grus americana (Whooping crane)	9117	13771	C:72.8%[S:72.5%,D:0.4%],F:8.2%,M:19.0%,n:8338	Standard
UP000640999	Chloropsis hardwickii	667144	13502	C:71.6%[S:71.3%,D:0.3%],F:5.9%,M:22.5%,n:10844	Close to standard (low value)
UP000642973	Calyptomena viridis (Lesser green broadbill)	135972	13204	C:65.6%[S:65.3%,D:0.3%],F:6.2%,M:28.2%,n:10844	Close to standard (low value)
